collocation,count,count_nested,length,lambda,z
will be a great,14,0,4,1.6217432774853766,0.9694937911814048
we would pass a,2,0,4,3.240205191350209,0.9686420178569481
at the @usga #uswomensopen,3,0,4,4.220457675507918,0.9590452240140389
fake news is going,4,0,4,3.2150977496129287,0.9585723011570465
stock market up almost,2,0,4,4.068999104590441,0.9582989477382073
a great success for,3,0,4,2.7633270469344264,0.9574822547664881
@whitehouse today with @vp,4,0,4,3.4445205711778586,0.9493132802823344
inspector general’s report on,2,0,4,4.238889365034677,0.9462562166632528
customs and border protection,2,0,4,3.963369372872137,0.9432061757058806
at the white house,19,0,4,3.4399227260269796,0.9350572407428333
the prime minister of,5,0,4,3.354807043017369,0.9299602786561318
the greatest witch hunt,4,0,4,3.690494216543033,0.9298986683601199
president trump on the,2,0,4,2.5635697000206106,0.9260445449140524
coming into the u.s,2,0,4,2.8839661123300124,0.9228514215149194
pour into our country,2,0,4,3.0612652693709106,0.9223685889895064
a rigged witch hunt,2,0,4,3.9428665343748213,0.920983399449409
people wanting to give,2,0,4,3.477332020573492,0.9191329452480836
i want to express,2,0,4,3.298708318333641,0.917853940136557
even try to get,2,0,4,3.430987074437469,0.917337544558867
my highly respected nominee,2,0,4,4.173609993047517,0.9135151093420952
and we have just,2,0,4,2.644934182285779,0.9036282796346342
march 5th is rapidly,2,0,4,3.9338430303201686,0.9035470840946028
that we can be,2,0,4,2.2094897968403693,0.901886236450976
russian meddling in the,2,0,4,3.0249287411292407,0.9011778403237235
singapore on june 12th,2,0,4,3.9126775022715083,0.8991677204627436
for governor of the,2,0,4,2.1787044449626833,0.896543763496325
background checks with an,2,0,4,4.10855260628661,0.8945241324961426
have made a fortune,2,0,4,3.4818811134359646,0.8908247290278963
the desperately needed WALL,2,0,4,3.739642580772416,0.8889288185921892
FEMA and first responders,2,0,4,3.521062353472512,0.8857804774955202
to inform you that,3,0,4,3.1189035046618288,0.8847206200096895
much of the media,5,0,4,2.676843600894564,0.8842158943386053
people of the united,2,0,4,2.6661753344028143,0.882386777963488
XI JINPING of china,2,0,4,3.9264926936793083,0.8818483083086708
and our military is,2,0,4,2.9235828362318608,0.881524303543839
news media is desperate,2,0,4,3.3890972703857822,0.8784489935517581
angela merkel of germany,2,0,4,3.9427238728392235,0.8757871628144936
violent criminal aliens can,2,0,4,3.7818226650466547,0.8754786729896155
going to MAKE AMERICA,2,0,4,3.402745817994358,0.873892942395307
why didn’t president obama,2,0,4,3.268886266778575,0.8733445953079779
to fire james comey,2,0,4,3.662918996225251,0.8726781542167186
clinton campaign and the,2,0,4,2.541862329266915,0.8685115582683116
the massive inflow of,4,0,4,3.382183377887677,0.8675866002481238
of almost 800 billion,2,0,4,3.3458759350484497,0.8658730729885555
no allegation in the,2,0,4,3.5060608687159363,0.8585661740065427
and madame peng liyuan,3,0,4,4.287439229121957,0.8582949540936566
it was all a,2,0,4,2.429827223442677,0.8578679153795535
day at the united,2,0,4,2.4822142704351027,0.8505298056620094
state of the union,2,0,4,3.1843431191087572,0.8499143385428956
such a good job,2,0,4,2.7687356051584118,0.8491112822333283
senator dicky durbin totally,2,0,4,4.084435399994747,0.8490781120779975
FBI deputy director andrew,2,0,4,3.922200289745089,0.8488207298090069
failing new york times,8,0,4,3.675543187231842,0.848817012694614
has the right to,2,0,4,2.445398915923467,0.8468358971122975
today’s court decision means,2,0,4,3.6999657806579496,0.8386909239346927
the people of the,4,0,4,1.4132071121840144,0.8370344151078486
proclamation on adjusting imports,2,0,4,4.157278212698018,0.8367026644691155
for your kind words,2,0,4,3.1881983698589202,0.8366069599770758
have been a special,2,0,4,2.751613493703879,0.8286433642186325
white house is running,2,0,4,3.4455145069075566,0.8286206331025466
our country are being,2,0,4,2.448568053947823,0.8274021633669554
an embarrassment to our,2,0,4,3.1134266763772596,0.8264758898605744
their main recruitment tool,2,0,4,3.955285612748429,0.8230787269284572
📈 record high ☑️,2,0,4,3.5917953729830687,0.8229487145369304
stock market hits another,2,0,4,3.295621312504169,0.8220858843213217
the deal with north,2,0,4,2.3187489835417248,0.8216390209172048
in the white house,8,0,4,2.875443233821172,0.8213960111742502
will not stand for,2,0,4,2.802674081634651,0.821222002199372
room of the @whitehouse,2,0,4,2.874825561693389,0.8188889614166361
is doing a fantastic,4,0,4,2.5509432612673626,0.8171872073454753
the DNC would not,2,0,4,3.03312486927756,0.816738139710654
massive inflow of drugs,4,0,4,3.5466199685762425,0.8154581908780018
a trade deficit of,3,0,4,3.0201258332186445,0.813205860641063
all of the great,6,0,4,1.481506046379807,0.812453590196953
good things will happen,3,0,4,2.8499869161930524,0.81199522775477
consumer financial protection bureau,2,0,4,3.7613990079021464,0.8115698615573819
a special counsel appointed,2,0,4,3.5090397435206158,0.8112399507844874
democrats want to shut,3,0,4,2.99369588400942,0.81043491354466
ready to make a,3,0,4,2.511376353930447,0.8101383068030122
serve as your commander-in-chief,2,0,4,3.3013457783154605,0.8098555697472648
great bilateral meeting with,2,0,4,2.8013490936268433,0.8088376306075983
behalf of the american,2,0,4,2.742027953060886,0.8052901753451984
during the national anthem,2,0,4,2.6169632313468636,0.8036891113743341
senator luther strange has,2,0,4,3.564106507142683,0.8030125415103179
are working very hard,2,0,4,2.3362280661953108,0.8010060583410789
be interviewed tonight on,2,0,4,3.0562263936935783,0.798862565651557
durbin totally misrepresented what,2,0,4,3.669884266809775,0.7983684929965318
willing and able to,2,0,4,3.4614981180976474,0.7966771849139186
care of our military,3,0,4,2.3864381186713786,0.7949261823836175
the crown prince of,2,0,4,3.628102210211,0.790338615973311
what is going on,9,0,4,2.6217028405321443,0.7887793027344169
will be with you,2,0,4,2.254751299051895,0.7857775632744033
concerned with illegal immigrants,2,0,4,3.306034197325571,0.7852574495696746
republican senators concerning healthcare,2,0,4,3.280384695115827,0.7847338388293216
of the most accurate,2,0,4,2.7846799486125495,0.7804578895229908
despite the fake news,2,0,4,2.5855098181939926,0.7800316468574433
i would like to,4,0,4,2.084578241275676,0.7791282877144314
congratulate him on his,2,0,4,3.243648025369543,0.7774699045113989
continue MAKING AMERICA GREAT,2,0,4,3.2376558063053382,0.7769930091224
that would not be,2,0,4,2.586285233931992,0.7768312396973032
about the russian witch,2,0,4,2.4450082919521146,0.7757603204403224
the very unfair and,2,0,4,2.653014220326151,0.7746372932894199
recruitment tool which we,2,0,4,3.5399108744130645,0.7731784597262575
is looking really good,2,0,4,2.4642434660271766,0.7721819325312282
i want to thank,6,0,4,2.5257699608177218,0.7671204610966583
no obstruction of the,2,0,4,2.507328454418464,0.7653078743747289
united states should be,2,0,4,2.9516474034510822,0.7593580045736257
strongly pushing comprehensive background,2,0,4,3.5018878124170616,0.7591758717052381
the results of the,2,0,4,2.3813876653421353,0.7570259941106229
want to shut down,2,0,4,3.007798588534031,0.7565489464455676
was my honor to,8,0,4,2.281505501844365,0.7559730803091004
security for our people,2,0,4,2.254969206801851,0.7556995358754218
the worst trade deals,3,0,4,2.9419685311964514,0.7548567123661696
to do the right,2,0,4,2.311514696796517,0.752830736416733
mourn the loss of,2,0,4,3.0101636465683055,0.7515518799455361
prime minister abe of,7,0,4,2.868156380227214,0.7483681765808263
will be a fantastic,3,0,4,2.3197133053125047,0.7475241192572158
henry mcmaster loves the,2,0,4,3.0271639929380965,0.7460204134098882
and we will be,2,0,4,1.7089301247331572,0.7435401750566117
big win in the,3,0,4,1.2695856196146,0.7414154903005681
media refuses to mention,2,0,4,2.992865834826582,0.7407465639155498
we are all proud,2,0,4,2.176697811425311,0.7402094913074206
bring main street roaring,2,0,4,3.420512272701422,0.7399885588920739
accountability and whistleblower protection,2,0,4,3.4289072958740996,0.739378362871964
equal time on t.v,2,0,4,3.239063965437236,0.7369126784695642
should be given equal,2,0,4,2.960178684771186,0.7349886290887523
and ineffective immigration laws,2,0,4,3.0882047992257027,0.7345939421938564
away from our military,2,0,4,2.604649542014732,0.7345214328504686
ran a fantastic race,2,0,4,2.862006751870264,0.7325989990364877
lives in the line,2,0,4,2.589338218842378,0.7324360880460764
fake news is being,2,0,4,2.473756760159456,0.732097878629439
to the republic of,2,0,4,2.4716361901009902,0.7315617818425241
be announcing my decision,3,0,4,2.9575768868216326,0.7307577765717643
witch hunt in political,2,0,4,3.3239024567304707,0.7294716082718135
be interviewed by @judgejeanine,2,0,4,2.893202622857224,0.7281330519023057
great people of utah,2,0,4,2.6707378219517417,0.7281234952013526
committee looking into the,2,0,4,2.655173546289176,0.7253289853398088
in the IG report,2,0,4,3.0180284537190034,0.7233437933658465
why doesn't fake news,2,0,4,2.99664413365676,0.7219903859840432
illegal immigrants than they,2,0,4,3.1203228999869457,0.719759867599063
VICTIMS of ILLEGAL IMMIGRATION,2,0,4,3.584029818771821,0.7196801542015177
at the pensacola bay,2,0,4,3.303330734893687,0.7194719582110606
forward to working with,2,0,4,2.1073218269032132,0.719318600852773
good relationship with kim,2,0,4,2.10390152086301,0.717502229825016
and the people of,2,0,4,1.3337468613213774,0.7173039867951889
our steel and aluminum,3,0,4,2.660746088305364,0.7170131702613555
officers and first responders,2,0,4,2.847432776825774,0.7163180162238189
the mayor of san,3,0,4,2.7493665422253795,0.7157072844584075
is dirty on the,2,0,4,2.7835826316192747,0.7153411387428458
we are in the,2,0,4,1.3772005021430536,0.7130935901717504
great meeting with the,3,0,4,1.5903841532362812,0.7128061080604423
will represent our country,2,0,4,2.3942908853632794,0.7112618142266113
and accumulated trade deficits,2,0,4,3.1451166890590287,0.7106014183503757
by @seanhannity at 9pme,2,0,4,3.0030858475751625,0.7102399309658118
the @whitehouse this morning,2,0,4,2.3403640110469164,0.7085425931317895
the witch hunt has,2,0,4,2.8440606249975957,0.708535825967569
of the fake news,4,0,4,2.000060983606931,0.7051856273558974
will be the beginning,2,0,4,2.3260391429811493,0.7047754597803834
the current tax code,2,0,4,2.87008860126921,0.7046525878758252
that i did not,2,0,4,1.9139934068781141,0.7036085570506326
prime minister @netanyahu and,3,0,4,2.891271027052406,0.7026267751214045
going to help us,2,0,4,2.249612432150087,0.7000074111345123
the russian witch hunt,7,0,4,2.736800163799758,0.6992748037110779
president xi jinping and,2,0,4,3.056659960723894,0.698076267576182
use of social media,3,0,4,2.899266708807809,0.6967278622257408
we must put the,2,0,4,2.1901129386154037,0.6951190350819512
trillion dollars since the,2,0,4,2.5996063205752984,0.6944753452209392
must abandon their resistance,2,0,4,3.314594567128112,0.6939604361925141
we pray for our,2,0,4,2.5873771904292875,0.691834159122216
funny how the fake,2,0,4,2.6114347536506846,0.6914867326378368
trade deal with the,2,0,4,1.5383257306255291,0.6901327501505137
"more than 2,000,000 workers",2,0,4,3.1205827695217705,0.6893385472715025
great service to the,2,0,4,2.1878706006554363,0.6892559149328215
in the history of,11,0,4,2.118125781598028,0.6879326468133182
the victims of the,5,0,4,1.7861382434615216,0.6853143664951165
minister alexis tsipras of,2,0,4,3.2554151168305117,0.6846425829748345
cried like a baby,2,0,4,3.236230168721518,0.6811787563659549
out of the white,2,0,4,2.02816026467259,0.6763408909736923
of the $ 700,2,0,4,2.7961750769812728,0.6759094258946703
lost many years ago,2,0,4,2.763745649550248,0.6753816453129375
rid of the filibuster,2,0,4,2.8194688029721324,0.6750145854114351
the republicans and democrats,2,0,4,1.9695686281963325,0.6710671549763713
13 angry and heavily,2,0,4,2.8540154057525635,0.6689365850943648
just arrived at camp,2,0,4,2.5088809102528744,0.6688230740312988
with KIM JONG UN,2,0,4,3.22198545109055,0.6667135391936868
are bringing back our,2,0,4,2.1631270851643922,0.6654030150525344
to build a new,2,0,4,2.1379800955836346,0.6645236915952977
i am so proud,2,0,4,2.442544866344198,0.6637788676805282
are going to help,2,0,4,2.171129604842318,0.6624900263914548
john kelly is doing,2,0,4,2.50403143140593,0.6620999989492546
the security of the,2,0,4,1.613950390850996,0.6610667404472362
emphasis on mental health,2,0,4,3.269880198611858,0.6603546726321439
all of the incredible,2,0,4,1.9694615351372569,0.6595422664754842
the purpose of the,2,0,4,2.380610928580201,0.6578502689670498
including the bush dynasty,2,0,4,2.860306886297319,0.6541669358493607
fake news refuses to,2,0,4,2.736016389207378,0.6531425453166155
congressional races this year,2,0,4,2.9706099254937604,0.651964672106409
we need to build,2,0,4,2.206644007457241,0.6504437172177396
lowest unemployment in 17,2,0,4,2.318265880592717,0.6492527903706843
to shut down the,2,0,4,2.3276313398550945,0.6491485274216888
of our national anthem,3,0,4,2.169938820701282,0.6484359298233651
pleased to announce that,2,0,4,2.465669750798307,0.6455422411265552
won the electoral college,2,0,4,2.8065522162065064,0.6434847124789923
the @whitehouse this afternoon,2,0,4,2.410305924542813,0.6427099394127755
"lost more than 55,000",2,0,4,2.9082687445959206,0.6424915601103356
campaign and the russians,2,0,4,2.2671658248737527,0.6410863270682952
for this kind of,2,0,4,2.2092601144586252,0.6397588951411821
is no allegation in,2,0,4,2.6168467812219522,0.6396780267170036
the failing and corrupt,2,0,4,2.37661514928561,0.638683911986227
we will have the,2,0,4,1.2421245965299095,0.6376249730025844
who is doing a,4,0,4,1.695078003315433,0.6363527859909537
incredible law enforcement officers,2,0,4,2.6429796594443706,0.6350387554282171
i am considering a,2,0,4,2.381249902040799,0.6348249060322176
represent our country well,2,0,4,2.5358207550219194,0.6347443407741754
citizens of the united,2,0,4,2.16205668316903,0.6320169447358576
a tariff to be,2,0,4,2.5787277456977176,0.6315881705672923
time to put #americafirst,4,0,4,2.282959767252126,0.629608567683966
the pensacola bay center,2,0,4,3.0113065778101906,0.6293308028308915
stock market hits new,2,0,4,2.5251907223434333,0.6281336716937941
congratulations to our new,4,0,4,1.9913026400098761,0.6255152433191774
just want to talk,2,0,4,2.1466228482722194,0.6242646751500698
his minions including the,2,0,4,2.612984449823585,0.6217584088024973
country are being cheated,2,0,4,2.589952237790019,0.6214820572002454
must protect our country,2,0,4,2.164708269074172,0.6214313178348746
deserves for the economy,2,0,4,2.33849881987911,0.619860505521662
anywhere in the world,4,0,4,2.3815390545174187,0.6140784163064213
accumulated trade deficits of,2,0,4,2.7244681316349686,0.6127756550986987
minions including the great,2,0,4,2.650762037914977,0.6103093791790699
the republicans are 5-0,2,0,4,2.395644547391531,0.6100900391587541
to clear hillary clinton,2,0,4,2.422333076530589,0.6080474267194865
to the white house,13,0,4,2.1230125979708094,0.6075041042108171
deficit of almost 800,2,0,4,2.4878705016798413,0.6073479891286815
and security of our,4,0,4,1.264766575967266,0.6064141520192566
get rid of the,3,0,4,2.2241888132283405,0.6063375517153472
to come up with,2,0,4,2.0290269204950766,0.6040107493718634
is very unfair to,2,0,4,1.9275559268712046,0.6039094624459307
loyal that we have,2,0,4,2.2096162633486385,0.6037930420068057
our country will be,2,0,4,1.5953125624649633,0.6012338285046075
by the fake news,4,0,4,1.963505582635388,0.6005195536852224
from the AMERICAN VICTIMS,2,0,4,2.5970838566278296,0.6001844786145144
