collocation,count,count_nested,length,lambda,z
will not rest,5,0,3,2.8182111195804183,1.3553553366148718
thing to do,5,0,3,2.3225171821382853,1.3550779221127949
in chicago this,2,0,3,2.5408905993185935,1.355019234269825
crime and want,2,0,3,2.412839289022209,1.3536540525094605
for the republican,5,0,3,2.0579515906284995,1.3529922006578516
getting the credit,3,0,3,2.4232807384813104,1.3519136984405322
and border security,6,0,3,1.1486505156482387,1.3518382088161336
the winter white,2,0,3,3.029558951250832,1.349736939742538
working with republicans,2,0,3,2.311365052673134,1.3486962665395144
with the king,2,0,3,2.8800532507857644,1.348007847350215
so much for,6,0,3,2.048978025221834,1.3479449997840853
you can keep,2,0,3,2.8906631522472517,1.3477102243810517
to let these,2,0,3,2.373952652715857,1.3476724181398299
he thought crooked,2,0,3,3.05869199742448,1.347146962435282
up a story,2,0,3,2.209957467552242,1.3454637316663267
sanctuary for criminals,4,0,3,3.4264051822541344,1.3449875236135995
country has ever,2,0,3,2.3209364429219197,1.3444710838448206
trump reversed the,2,0,3,2.9797758712257925,1.3443702248502096
tariffs and trade,3,0,3,2.1946869938965716,1.3442488900668812
jobs in the,3,0,3,1.4458408397341067,1.3439871934509855
republicans senators are,2,0,3,2.899811415088315,1.3438693323660453
gone through the,2,0,3,2.4904397039530983,1.3437270981871554
the omnibus spending,3,0,3,3.5599293920803157,1.343451102482809
i have just,3,0,3,2.139776298303747,1.3433575611663537
time to put,4,0,3,2.1013353605654923,1.3425086999999574
billion a year,2,0,3,2.4008206270520898,1.3410531145911833
there to help,2,0,3,2.220689966145679,1.3407276730151414
have given up,2,0,3,1.855084149983244,1.3392714182761305
on with numerous,2,0,3,2.507916893003266,1.338762156536888
have the absolute,2,0,3,2.5128734186004147,1.3387575850796853
the failing new,7,0,3,2.211688836640749,1.3382919028244102
i want strong,2,0,3,2.827456983818774,1.3381108012796912
than they are,3,0,3,2.1636503132380973,1.3378862244336114
and take desperately,2,0,3,2.687417918741789,1.3375942317278666
as president of,3,0,3,1.078822302322,1.337168174064702
news media and,2,0,3,1.7861379115840008,1.3367132805541273
east room of,4,0,3,3.027791507372668,1.3354396457293696
economy in the,2,0,3,1.7766648880475495,1.334552854585393
know how to,2,0,3,2.2327934012871613,1.333303789607717
the reason i,2,0,3,2.2557214430019656,1.3323400848693574
the house for,2,0,3,1.189894895021061,1.331845971632535
the department of,6,0,3,2.1679878255814615,1.3311245071372955
hillary clinton and,4,0,3,2.7754848510291827,1.3305318702621902
monitoring the situation,3,0,3,3.0596484742274406,1.3299623640498164
treated by the,2,0,3,2.82181184518089,1.3295623390258404
president moon of,6,0,3,2.3425045975239533,1.329119861731958
from the beginning,9,0,3,2.1033106005603255,1.3279438324209842
american people down,3,0,3,2.7777625406707243,1.3268083988505193
will be meeting,5,0,3,2.717775261600469,1.325287131663145
you to @foxandfriends,2,0,3,1.7696238032407066,1.3233382221138765
you have a,2,0,3,1.1994655209679062,1.3232098220905653
reported that the,4,0,3,2.210703281331799,1.3228616280650456
not spoken to,2,0,3,2.8803717984739676,1.3224362543725217
together as one,2,0,3,2.4765987087197034,1.3217591390305103
mcmaster loves the,2,0,3,2.95918214244627,1.3216424092531105
work for our,2,0,3,2.2275303935964725,1.3209017098307194
is it true,2,0,3,2.230243641796106,1.3198702882410895
is the way,2,0,3,1.4219129253512581,1.3196099349668375
just look at,3,0,3,2.1342043279531575,1.3190227543889437
chance of winning,2,0,3,2.9376343260680464,1.3189939035976797
victims and families,2,0,3,2.399361048725875,1.3184847569105818
security of our,5,0,3,1.1557156869164644,1.3176119558664063
that is the,2,0,3,0.9470379534604572,1.3156496839636203
we would pass,2,0,3,2.2253615010251937,1.3156187242386281
and we will,14,0,3,0.5985304252237085,1.315227020889563
the russia hoax,3,0,3,1.6806651547863425,1.3145460738925074
will see what,2,0,3,1.6901503447594022,1.314462091434379
in the senate,14,0,3,1.941633197885769,1.314310722277091
the safety of,6,0,3,1.3686355350567811,1.3136330830657583
so disgraceful that,2,0,3,2.859680930504149,1.3132562468632554
no better place,2,0,3,2.55149463012952,1.3122599923043077
the truth about,3,0,3,2.5049961196562514,1.3122426110386787
our negotiations with,2,0,3,2.3870664585543313,1.3118913773859304
wall on the,3,0,3,1.4858281984326274,1.3107628149365111
care about crime,3,0,3,2.8002204681256186,1.3102345412714096
or fair trade,2,0,3,2.9752340463468707,1.3100509831351048
the first day,3,0,3,1.3328524686834258,1.3100259008585484
one of my,6,0,3,1.9644493363078381,1.3091420072709419
respect to the,2,0,3,2.2284897226322373,1.3086431893841148
important for our,2,0,3,2.3130584829051246,1.308533847309792
which the dems,2,0,3,2.215556154966864,1.306929649091784
looking forward to,31,0,3,2.730844100295245,1.3067403154964434
a new executive,2,0,3,2.7928372699430306,1.3065784899263169
in favor of,9,0,3,3.239757341347079,1.3055269360461865
history of our,8,0,3,2.041424218336793,1.3043792608377445
people by the,2,0,3,2.0482536797160487,1.3043070673385304
very dishonest fake,2,0,3,2.4502504297884053,1.3040990606860008
a 51 vote,3,0,3,2.457569400374589,1.303790171487648
in many decades,3,0,3,2.1723332779677933,1.3035612914541914
not stand for,2,0,3,1.6041291350377032,1.3014604589594403
for lower taxes,2,0,3,2.851412706009682,1.3007889275839726
right from the,2,0,3,2.1493349539528417,1.3003706080663253
republican party is,2,0,3,2.8480435931860395,1.2997960935340422
on all of,2,0,3,2.0376081250555718,1.2989477036728154
and out of,2,0,3,2.030922257179987,1.2980593387136758
are going out,2,0,3,2.150854352874329,1.29766887499187
is down to,2,0,3,1.4330894442140751,1.2974896879073556
is the highest,2,0,3,2.08789760347808,1.297474578919998
the democrats have,7,0,3,0.9849528319052623,1.297441279671678
the watered down,2,0,3,3.7627509718538033,1.2972131552974113
a future of,2,0,3,2.1689519531809456,1.2961764847830048
the right to,3,0,3,1.0001727537689598,1.2960549635082141
come to the,2,0,3,1.3294683843960913,1.295683130860287
president has accomplished,2,0,3,2.81947706165868,1.2955083352022676
FAIR to working,2,0,3,2.9034965980217486,1.2939737014929695
in the history,11,0,3,1.2154297740569493,1.2933746693265549
i would win,2,0,3,2.1905514788696783,1.291726126765498
bringing back the,2,0,3,1.728179153193237,1.2913873199140946
as chief of,2,0,3,2.3444422861183174,1.2907021817048285
back to life,2,0,3,2.7268456082833383,1.289654133664013
for american families,2,0,3,1.5806745130823499,1.2885057865182132
and very expensive,2,0,3,2.4049825398200317,1.287216722514149
must build a,2,0,3,1.8081880301607471,1.284952472731858
get out today,2,0,3,2.291085779269906,1.2836127565169042
to 21 and,2,0,3,2.3963300408449895,1.2824844510434898
really want it,2,0,3,1.7117036595393433,1.2821403803807518
all americans to,2,0,3,1.5112887156134185,1.2816848753688566
secure the immigration,2,0,3,2.5216332747179546,1.2796774491340015
the last year,3,0,3,1.1561445812422146,1.2792563744353762
the citizens of,3,0,3,2.227717205434632,1.2785445463297884
jobs numbers are,5,0,3,2.164917464768702,1.2783186235600654
met with more,2,0,3,2.791830561758405,1.2780615540815576
dinner was a,2,0,3,2.714397867043043,1.2780552868750754
an end to,2,0,3,2.163013514121489,1.277318971378077
is no place,2,0,3,2.2578546368276156,1.2766166298349666
was no russian,4,0,3,2.198776447729494,1.2764795660951693
what is happening,5,0,3,2.1969142434416433,1.274342392177846
news put out,2,0,3,2.3078612656545934,1.2735402931344322
i signed the,5,0,3,1.2039955342883708,1.2727764713416183
vote to repeal,2,0,3,2.1561216451489384,1.2714111291551804
to watch the,3,0,3,2.019938497233192,1.2710270634519583
be on @foxandfriends,3,0,3,2.1368740183630925,1.270997640242761
of the state,2,0,3,2.0367928384177696,1.2702922817787812
to get things,2,0,3,2.2448917801696853,1.2701318270115234
when a car,2,0,3,2.8132685788709577,1.2685807546673769
support and love,2,0,3,2.2324293408245315,1.267987197150541
some of the,9,0,3,0.9674264684949798,1.2678895550460816
people on the,3,0,3,1.0067644022240785,1.2670952049733244
the NFL is,3,0,3,2.0391930562436364,1.2665068793908647
as well as,3,0,3,2.6520158696351017,1.2653020551897758
goes to the,2,0,3,2.7400929486568755,1.2652105048592541
a legislative fix,2,0,3,2.9034132619016764,1.2647368091665498
top of the,2,0,3,2.2359370841279356,1.2643768484790814
a great border,2,0,3,2.1198220293818943,1.2624547684744445
should ask for,2,0,3,2.374453389016727,1.2615998929733063
of china concerning,2,0,3,2.706647955686684,1.2600684682985774
for this kind,2,0,3,2.245691759433117,1.2590598248287646
to be paid,3,0,3,2.088058407251021,1.2589780716944896
and some are,2,0,3,1.5497844437626151,1.2588750011451717
for safety and,2,0,3,2.0160611063414353,1.2576587023007733
military which will,2,0,3,2.3195184833310254,1.2570876028147207
look as bad,2,0,3,2.3119941718983794,1.2555258278485015
reason to be,2,0,3,2.6683204956112387,1.255522431652527
liberal democrat in,2,0,3,3.2819721146425795,1.2552649549962203
the 2016 election,12,0,3,2.271127423561249,1.2549604151966647
to protect against,2,0,3,2.2580142850545397,1.2546842077914089
is being reported,2,0,3,2.662643070464961,1.2535953037730998
now it is,3,0,3,1.2200790509910706,1.2531168462909523
for reasons of,2,0,3,2.7534087121244006,1.2527350234264127
to put american,2,0,3,2.027007904973759,1.250629584214581
are not looking,2,0,3,1.685627782575045,1.2505480640568485
to celebrate the,8,0,3,1.519287113504145,1.250444632343827
made up by,5,0,3,1.9865680417114198,1.2496808720990558
just wasting time,2,0,3,3.2530455083741057,1.2464435207930433
to deal with,2,0,3,1.9753250966252138,1.2458125101846405
drug take back,2,0,3,3.1805405040868644,1.245580741705365
xi of china,5,0,3,2.171959932295647,1.2447840429751202
great job by,3,0,3,2.0028444332547255,1.2446253609835403
way back from,2,0,3,2.2561276296489776,1.2443072849648336
in our way,2,0,3,1.3983146152059274,1.2438651368502998
my supporters are,2,0,3,2.3030892820297746,1.2438493556268704
obstruction and delay,2,0,3,3.2303126104679776,1.241850872389987
people of west,2,0,3,2.637911724804393,1.2418072500976118
be leaving for,3,0,3,2.0497476249964475,1.2397109920423985
to report the,2,0,3,1.3203132471934982,1.2396943320442662
will soon see,3,0,3,2.610690443871582,1.2391806917524242
don’t really want,2,0,3,2.6947469897523355,1.2391239139454824
just came out,2,0,3,2.7115699845379155,1.237418069752156
media coverage of,2,0,3,2.3090086860320373,1.237359653273304
the house and,3,0,3,1.2562161848996019,1.2371525128426581
ago by the,2,0,3,2.6307237155748373,1.2370155582709712
be the beginning,2,0,3,2.007286184928598,1.2355981798578237
means that congress,2,0,3,2.7452202080684494,1.2352334446987743
putin of russia,2,0,3,2.7886644911202554,1.234959870455018
a long and,3,0,3,1.0199152019129807,1.2346533517524694
speak for themselves,2,0,3,3.177213876116038,1.2339626113225368
should stand for,2,0,3,2.084619997823678,1.2339538334958107
of alabama has,2,0,3,2.1160009885706517,1.2316870516326044
to look at,2,0,3,1.1367125649450776,1.230620873715537
to address the,4,0,3,1.4809996682709536,1.23040677786204
a fair deal,2,0,3,2.6236168393266524,1.2302311940951658
i never asked,2,0,3,2.670270903455812,1.230127698707695
will not take,2,0,3,2.0767957743138328,1.229708079412317
because the democrats,3,0,3,1.9903503894443224,1.2292287345034143
all of us,3,0,3,1.9574803400786949,1.229151425751681
likes of which,2,0,3,2.7489042655223033,1.2265048513054386
in singapore with,2,0,3,2.114389399629482,1.225780457394212
is no wall,2,0,3,2.167843014247422,1.225326669134568
to the debate,2,0,3,2.6534665956460852,1.2252348539433764
is the greatest,3,0,3,1.952285720828221,1.2251582940686045
are the best,2,0,3,1.9513263937384502,1.224256726659448
early in the,2,0,3,2.6053992578947236,1.2229886795735372
do much better,5,0,3,1.5851561266548087,1.2225300936091763
china concerning the,2,0,3,2.1021289802752072,1.2224372558623182
crisis on the,2,0,3,2.616357157505152,1.2210925515258328
is just a,2,0,3,1.0530016120466419,1.220235262682368
his son out,2,0,3,2.785608551991552,1.2199364071944403
our country of,2,0,3,2.0105626042855924,1.2169031403751354
republicans in the,4,0,3,1.0593630460929444,1.2165926516915722
which must be,2,0,3,2.0191499114312967,1.2153294426210783
will never be,7,0,3,1.1578576814989316,1.2150008688990659
the unemployment rate,4,0,3,1.7162725480478773,1.2149112700910187
very special place,2,0,3,2.6433313237327027,1.213588948072276
president trump has,2,0,3,2.5605470821121408,1.213537148613308
will always have,2,0,3,1.9864223937457068,1.2130650363667446
that the freedom,2,0,3,2.1819786075219563,1.2130027769921654
minnesota for a,2,0,3,2.6328019275915575,1.2128188571754726
that war was,2,0,3,2.5748192139262995,1.212722666718388
friend of mine,2,0,3,3.1754995096211496,1.2123076615577049
that took place,4,0,3,2.150196139902313,1.2122968039586843
things will work,2,0,3,2.082215686481988,1.2121175437644782
made up a,3,0,3,1.334095081808378,1.2121140411762472
the dems want,5,0,3,1.895637650879058,1.2120486702194966
full pardon to,2,0,3,3.2311429117712196,1.211800134988619
good things will,3,0,3,1.5686786769410104,1.210673365002211
our country at,2,0,3,2.5515120690018964,1.2101023669284758
relationship between the,2,0,3,2.1992754812167985,1.2099328393696462
hostage over their,2,0,3,3.115644570974097,1.2090874007769887
must go to,2,0,3,1.4240592515307164,1.2084096967228108
all of those,9,0,3,1.846933861548996,1.208312037683225
to a big,2,0,3,1.2862343373294451,1.2082937182324072
paid for it,2,0,3,2.0460902140647126,1.2077525312879647
a deal on,3,0,3,1.0964772546274912,1.206975165076684
lost the election,4,0,3,1.9165094199095303,1.2053409617417132
so many people,3,0,3,1.9490575217208477,1.2047384535522867
my way to,2,0,3,1.9218673193350253,1.2041621278323238
is pushing hard,2,0,3,2.1893444286061294,1.2036531176081267
democrats don't want,3,0,3,2.2217797151813308,1.2028321520664493
the GREAT state,3,0,3,1.8760931521132713,1.2020785825888034
trump base is,2,0,3,2.253434804771868,1.201993282983453
if we do,3,0,3,1.940779907332089,1.2016348631819156
referred to as,2,0,3,3.1905759804222393,1.199716932593515
the FBI or,5,0,3,1.8559707428284367,1.1996732504931082
inform you that,3,0,3,2.2274600142296603,1.1965288158742378
to take care,6,0,3,1.5198768952250976,1.1965147798510054
coming into our,6,0,3,1.8964815893063816,1.1963069578567
need more republicans,7,0,3,1.976168992320364,1.196224457736661
the state department,3,0,3,1.973901803547046,1.1953922022110666
and vote for,2,0,3,1.1680314580474245,1.1943270360942426
korea and the,2,0,3,1.0374121507901721,1.1935352750931971
that would be,3,0,3,1.0630170260769818,1.1931971275313624
up in the,2,0,3,1.8789094601181366,1.1922623764975269
a baby and,2,0,3,2.6920699903823473,1.192198807364572
government will not,2,0,3,2.5220501838985308,1.1919918610350062
but the republicans,2,0,3,1.8997514524160306,1.1919906387058803
good news is,6,0,3,1.2023817123542178,1.191163290707654
prayers go out,2,0,3,2.3170270495098952,1.1907597940653039
including the bush,2,0,3,2.5645329919475914,1.1907091812450448
job well done,2,0,3,2.695470925647057,1.1900145479402433
we don’t have,3,0,3,1.2156340587685213,1.1891639640931133
just don’t see,2,0,3,2.13944919744418,1.1883234514959442
this story is,2,0,3,1.946022189705027,1.1881280957613407
the best in,2,0,3,1.8897321301838406,1.1875753460720484
with me in,2,0,3,1.0071428659947488,1.1868162967211862
i spoke with,2,0,3,1.467667727514509,1.1854533932117097
run for president,3,0,3,1.9558627520151086,1.1853975419072476
president trump and,2,0,3,1.8979184994126923,1.1850562907725777
all of his,4,0,3,1.8057037618204625,1.1823324540372089
immigration crisis on,2,0,3,2.7235653989743467,1.1816717015642566
fix their forced,2,0,3,3.012869365596905,1.1795145523161423
do something about,4,0,3,2.1735735232874984,1.179182321272619
service to our,4,0,3,1.886830412610737,1.17779862598369
vote in the,3,0,3,1.1363927866522632,1.177720343724086
comey and the,2,0,3,1.0893449949671146,1.1768930085477893
if we get,2,0,3,2.0024019876214876,1.1767405087986011
is the lowest,2,0,3,1.9860275098014761,1.1755350005500542
and his representatives,2,0,3,2.019386783276114,1.1753527646277122
will be going,9,0,3,1.4184831867120336,1.1747893841984909
would be one,2,0,3,2.0703052478354245,1.173353657034192
this horrible attack,2,0,3,2.664239767804946,1.1723192450973399
great border wall,2,0,3,2.0371158978868573,1.171515338579173
really good and,2,0,3,1.3851828350620394,1.171465500588779
spoke to president,4,0,3,1.3311240927847294,1.1707628301967876
is coming back,4,0,3,1.288431190800301,1.1698970897651146
the corrupt mainstream,3,0,3,2.6138628561018766,1.1696912002541515
have to get,2,0,3,1.840630037871915,1.169417192589552
and much of,2,0,3,0.9391210951393876,1.1691282748512892
in my campaign,2,0,3,1.1586563899643143,1.168979695914757
republicans coming together,2,0,3,2.5749266838553337,1.168802175231491
policy of the,2,0,3,2.4878011618884317,1.1679948444333716
release of the,2,0,3,2.4878011618884317,1.1679948444333716
get tough and,2,0,3,1.4839338988185662,1.1676332754392518
in a long,3,0,3,1.801411072552607,1.1670833898878987
to get there,3,0,3,1.8313335163283258,1.1670655487286525
it never ends,3,0,3,2.7031791560616423,1.167009724710332
step closer to,4,0,3,2.591509055429277,1.166936084999452
most hard working,2,0,3,2.5194507092794987,1.166518139034081
in any event,2,0,3,2.5601356813000846,1.1629720065325089
of our wonderful,2,0,3,1.8809580252318807,1.1627608300585057
respect for women,2,0,3,2.2012021150388597,1.1623183887406097
the FBI and,5,0,3,1.744376619099886,1.1607601054923904
the @whitehouse today,14,0,3,1.8832528232486139,1.1606346693182017
longer have a,2,0,3,2.0643732105669708,1.1599199721379345
something about the,2,0,3,1.9720316261710211,1.1581121439910942
since my endorsement,2,0,3,2.6354040099458738,1.1580266026888486
at yale and,2,0,3,3.020423516751257,1.1580130247790794
our first duty,2,0,3,2.5288420914929803,1.1579482454211927
be the next,2,0,3,1.1976313024704308,1.1569874312973152
waste of time,2,0,3,2.531774435117628,1.156895603402786
am so proud,2,0,3,2.171713411241349,1.1568673454062781
the great lovers,2,0,3,2.508594473314141,1.1568480690014524
very good one,3,0,3,2.017657189471691,1.155372169755628
has become a,4,0,3,1.9233525064675745,1.1542275729470493
security at our,2,0,3,1.1519468592184414,1.1538165551924255
a man of,2,0,3,1.8891423459146814,1.1537717275051622
get even better,4,0,3,2.0247721692031497,1.153357687911301
the truth out,2,0,3,2.294830801746319,1.152856797664092
the border has,2,0,3,1.8304494712913741,1.1521587072592532
job as governor,2,0,3,2.489600520660413,1.151464159112185
when the american,2,0,3,1.8406804988469911,1.1502710242638101
people are finally,2,0,3,2.039937936473777,1.1494557565182149
until such time,2,0,3,2.605780348581977,1.1490931449735768
and VOTE for,3,0,3,1.988276657301458,1.1479765963215804
care of OUR,3,0,3,2.4304310455401037,1.1477023015426013
and women at,3,0,3,1.8055526305781622,1.1475207863367185
democrats give us,2,0,3,2.460360427842348,1.1472458286726783
great guy who,3,0,3,2.1895658544038996,1.146745869997268
truly bad people,2,0,3,2.114360186132684,1.1462650719246574
any other president,2,0,3,2.4755418151771664,1.1450508292173378
DNC would not,2,0,3,2.4745652095338926,1.1447249509682158
do a great,4,0,3,1.7581263327820227,1.1444352610239044
of all americans,2,0,3,1.3352969703078466,1.143934897525654
proud of you,5,0,3,1.8062704274467225,1.143618870909646
can do it,2,0,3,1.4156771248737159,1.1433892824671508
will only vote,2,0,3,1.9214503686455315,1.1433207672333017
the absolute right,2,0,3,2.254078963029506,1.143279324038026
wonder the people,2,0,3,2.4641472307527987,1.1431719406084881
will bring it,3,0,3,1.871082261364886,1.1428655677434243
me live at,3,0,3,2.0293776753281456,1.1425814028700991
news is that,3,0,3,0.9358571482726554,1.1407279894352926
in the military,2,0,3,1.8161873075059232,1.140620719183291
is losing $,2,0,3,2.0300378917087136,1.140559852509103
great book just,2,0,3,2.1622005897785943,1.1401724220573448
in the end,6,0,3,1.1626593506911787,1.1399194663145957
conference at the,3,0,3,2.39093738518683,1.1397599023195195
security and crime,2,0,3,1.8598740507303635,1.1396847032911352
to help keep,2,0,3,2.414507276401797,1.1390003047927817
i said no,2,0,3,1.9030360431068942,1.1357659780889728
welcome the 2017,2,0,3,1.9317213321452145,1.1355853523016672
want big tax,2,0,3,1.9417447410060968,1.1346386856879664
of my campaign,3,0,3,1.1973578642311744,1.1340773637201864
president of china,3,0,3,1.7648776050575812,1.1321838056542552
will take place,2,0,3,1.928132628688537,1.1301358494164293
the larger trade,2,0,3,2.5844904028051263,1.130025323355603
vote for tax,2,0,3,1.8509667124820055,1.129602575646431
do not want,5,0,3,1.838301793637127,1.1287551229161277
as soon as,2,0,3,2.392567288127042,1.1279633835055967
be the best,3,0,3,1.1855987300502573,1.1272708488992134
never happened before,2,0,3,2.8762756487338415,1.1254611122868499
november and we,2,0,3,2.4930606259125123,1.124861399577968
on american taxpayers,2,0,3,2.6944875560880064,1.124491128645689
victims of the,6,0,3,1.8420203708274205,1.12296010874579
of ms-13 members,2,0,3,2.220481154880794,1.122958138992134
placed on the,2,0,3,2.4156698975241992,1.122500146890466
in the polls,3,0,3,1.9582103274639213,1.1222844609297693
people who will,2,0,3,1.804256454846764,1.1217317547605241
do not have,3,0,3,1.7698950052131628,1.1200600677346622
at the DACA,3,0,3,1.8060026444051354,1.1191333543031774
keep your plan,2,0,3,2.53311070020761,1.1174455136385786
bilateral meetings at,2,0,3,2.8758285332818296,1.1172982537590281
is getting better,2,0,3,1.42137573410996,1.117265253179972
heed the advice,4,0,3,2.9343700005211852,1.1164300433872538
of law and,2,0,3,1.0901919185324025,1.1162783364113862
is such a,3,0,3,1.7364419813459513,1.1154511279118824
be the biggest,4,0,3,1.759416480054551,1.114958222498764
funny how the,2,0,3,2.0827106216148916,1.1149491442681352
i was forced,2,0,3,1.899901674960963,1.1141829326448676
no russian collusion,4,0,3,2.3372113977719438,1.1130792808113046
solve the north,2,0,3,1.9264946749944447,1.1130391396641168
voted for tax,2,0,3,1.911550710852448,1.1128514772700804
for the safety,2,0,3,1.7896666408844553,1.112332532650082
the people in,2,0,3,0.9090682609730933,1.1121199152571524
crime and borders,3,0,3,1.9520693584203543,1.111835038477985
people working hard,2,0,3,2.352862156119112,1.1107656660974488
no longer a,2,0,3,2.40024625062967,1.1107204399008774
members of congress,3,0,3,1.8976926287332727,1.1105748176836616
helping me to,2,0,3,2.0061453285258852,1.1105669951906
news media in,2,0,3,1.4808344626170142,1.1081616745556184
we need it,5,0,3,1.8015624395165961,1.1077635562266537
died for our,2,0,3,2.3544671983877494,1.1056365057413429
is FAIR to,2,0,3,2.424482452399685,1.1049438693986804
doing a GREAT,4,0,3,1.7222968277168196,1.1048670640190115
don’t think so,2,0,3,2.1525887639886125,1.104467466141846
to move forward,2,0,3,2.11746225572009,1.1036992988011247
checks with an,2,0,3,2.4907820567592296,1.1036318418669249
could not be,2,0,3,1.8371127747868843,1.103488301968016
great jobs numbers,2,0,3,2.0179643006310153,1.1030498293152025
hostages are back,2,0,3,2.641853577152914,1.1024111850559972
in a very,2,0,3,1.1700788550925667,1.1021806591239625
that the democrats,6,0,3,1.63657807436185,1.1017358963150907
that the department,2,0,3,1.8135246292065026,1.1013224840715863
the security of,3,0,3,1.0607349572489961,1.1007845684857667
server to the,3,0,3,1.9814697828862817,1.100350818311869
california's illegal and,2,0,3,2.5080994217144124,1.0976323638988676
a great plan,2,0,3,2.3136560331569216,1.0968781547061335
day i took,2,0,3,2.0591648658909945,1.0951884072134526
border security and,5,0,3,1.0442072741880657,1.094836285497306
the one that,2,0,3,0.9706789341175281,1.094445975505202
been done before,2,0,3,2.0158469356755946,1.0943290435726567
the likes of,2,0,3,2.334216239256892,1.093412827502924
so much fake,6,0,3,1.850632102403464,1.093110238938609
back to u.s,3,0,3,1.170584002441452,1.091811006361795
the southern white,2,0,3,1.8457154891101917,1.091715503757679
president of mexico,2,0,3,1.8236294732879497,1.0912792648009284
out to the,4,0,3,0.7465243297302897,1.0903116290448933
would be down,2,0,3,1.9239126077382758,1.0900631433819357
role of women,2,0,3,2.487691284754755,1.088346748597046
they are all,3,0,3,1.1262460923014834,1.088297038776491
and i send,2,0,3,2.335627269045987,1.0873947885483122
the BORDER WALL,3,0,3,2.590276827989707,1.0868603123343037
which is higher,2,0,3,2.310195586059165,1.086708455183693
should be looking,2,0,3,2.2940322039539414,1.086126423339048
a grateful nation,2,0,3,2.4539219594424453,1.0854242317134386
the face of,3,0,3,2.305328186727232,1.0853608102753343
the obstructionist democrats,4,0,3,2.7704377089398613,1.0851918436265906
today with republican,2,0,3,1.8585152875361581,1.0851825726091133
down as one,2,0,3,1.916116924275694,1.0842580872071372
it wasn’t the,3,0,3,1.8456000459567585,1.0836396539849145
correct it when,2,0,3,2.4756214846517413,1.0835172723676694
of the manufacturing,2,0,3,2.306596788343824,1.082900822645723
more has been,2,0,3,2.2819266731712906,1.082865428971268
to go after,2,0,3,1.4707803791240424,1.0821529219762065
an entire nation,5,0,3,2.3094643795104997,1.0813378479595286
was going to,8,0,3,1.00001586597749,1.0813337965762355
to represent the,4,0,3,1.3139286301450441,1.0812174786632827
security and safety,2,0,3,1.795718593743036,1.0802253932789128
had a trade,3,0,3,1.7057569396554553,1.0794565920626285
our massive tax,3,0,3,1.7700496527255698,1.0790706804617973
history and culture,2,0,3,2.8778069834697004,1.0788055759916582
make us look,2,0,3,2.3773261608803224,1.0784968379078255
big on cutting,2,0,3,2.022751829862429,1.0784520989321815
result of TAX,2,0,3,2.3969903129560644,1.0781947057706978
fair to our,2,0,3,1.7964786208682035,1.0770711861642508
said at the,2,0,3,1.7732683624147114,1.0761747923341838
the phony democrat,2,0,3,1.926937193303222,1.0754359816161723
people are now,3,0,3,1.6696901176729608,1.0749514218983927
are doing nothing,3,0,3,1.8782833040395919,1.0748799068403965
efforts in #puertorico,2,0,3,2.7848885206611484,1.074615959594714
years that we,2,0,3,1.8992429039472856,1.0744384145340384
the house intelligence,3,0,3,1.895777762592966,1.0737338716915552
the democrats don’t,2,0,3,2.2645078872637496,1.0712991167586412
good and talented,2,0,3,1.8934765186417502,1.0706740282705696
that the russian,2,0,3,1.6988033412521397,1.0690628132408386
your sacrifice and,2,0,3,2.311876901454886,1.0690250764272722
in a death,2,0,3,1.9325958608826515,1.0685629913096693
day for healthcare,2,0,3,1.8164847962270727,1.068233680935814
our new attorney,2,0,3,2.306122057366683,1.0682103189177181
democrats are so,2,0,3,1.7146808850527466,1.067347077691179
new director of,2,0,3,1.8452226664359341,1.0667438511866816
i would like,4,0,3,1.1974782964103745,1.0665150285999558
the united states,99,0,3,1.2973756989429495,1.0659275325640103
have tried to,2,0,3,1.9996843667114186,1.0653247013199518
have to maintain,2,0,3,2.4079680074627006,1.0652098876209497
the rigged russia,2,0,3,1.8687658205214759,1.0638958007705284
when he said,2,0,3,1.9390445977602335,1.062809319703635
at all cost,2,0,3,1.9465075420398135,1.0619372445734925
has lost more,2,0,3,1.84716149854924,1.061404775487117
FBI director in,2,0,3,1.8967493462038085,1.0605431244493007
them in the,3,0,3,1.023292656256924,1.0592665048311884
who wants to,3,0,3,1.242790992184311,1.0590580321276433
working with him,2,0,3,1.7784699335494283,1.0578346251344908
a great secretary,2,0,3,2.2319460841081638,1.0577437396832174
leaders at the,4,0,3,1.6887445180633,1.0561286964550511
at some point,7,0,3,2.23052698498347,1.055461435893753
last legs and,2,0,3,2.5291380162883454,1.0543402269083808
is that i,2,0,3,1.1295584247504413,1.0541612241752194
is a total,9,0,3,1.6067233715377718,1.0541144043523747
years in jail,3,0,3,2.117249053075878,1.053602710391549
the big tax,4,0,3,0.7595898533322716,1.0531799913303943
must secure the,2,0,3,1.8912369700194929,1.0528058846054715
is sent to,2,0,3,1.913224868462063,1.0526438059022294
very much forward,3,0,3,1.8541974718479135,1.0526178946990215
he lied to,2,0,3,1.8254225781793747,1.050833722158387
on the southern,5,0,3,1.6642571538227156,1.050728331923995
would be great,2,0,3,1.6689705462599824,1.050520937308556
they want illegal,2,0,3,1.7898255891196442,1.0503083835395046
are just wasting,2,0,3,2.3702074322795115,1.0501459923073653
of the money,2,0,3,1.2839266204557018,1.0500744214752182
