collocation,count,count_nested,length,lambda,z
all you do,3,0,3,4.437703110714248,3.2037133056430576
the trump campaign,17,0,3,2.3465222367731253,3.1979177924540036
people with a,2,0,3,3.392016818895656,3.1949729040060952
would like to,5,0,3,3.1506492905854775,3.1771231205131794
and your president,2,0,3,3.645989965435506,3.1692894156653413
are on the,6,0,3,2.9351406440279475,3.167227428906002
are at a,2,0,3,2.9020405438269297,3.1578760898684965
is on its,3,0,3,3.690964208192036,3.155021985833375
of them all,2,0,3,3.862485252059412,3.1480590116979017
my great honor,45,0,3,2.7863055571604103,3.147651244997948
of korea on,2,0,3,3.9153192818497935,3.1475898433587854
are great people,3,0,3,5.087365016934047,3.1313757154015365
there are many,5,0,3,5.427724091745659,3.1238334887997232
the time i,3,0,3,5.008637259962543,3.1230678936132117
are good at,2,0,3,6.690813226906776,3.1211279484270573
with republicans on,3,0,3,5.47412051661421,3.1053854581869156
when a country,3,0,3,5.163759392323983,3.1038681919395383
the way it,2,0,3,5.544246428827386,3.1010906537574647
is at an,3,0,3,2.858728857353894,3.100562966396237
one of the,25,0,3,2.7923232267729934,3.099301602466336
is not the,3,0,3,2.3576575378518583,3.0988983983476306
to our GREAT,8,0,3,2.9439140213049293,3.0904794154715027
at an all,3,0,3,5.481415940749908,3.0901764992763354
president of the,11,0,3,2.341956027947658,3.0851444894450704
is strong on,7,0,3,3.47493377235207,3.0817482774160014
in that this,2,0,3,2.914122085713648,3.075142406500263
always great to,2,0,3,5.1663229215377315,3.0723990166272945
up the GREAT,4,0,3,4.884004605449447,3.0717851540614896
prayers are with,20,0,3,5.154765643580822,3.070370333867037
or not the,2,0,3,2.927874492818245,3.070251489045097
out today and,2,0,3,5.93044740922404,3.0576344286940444
with me from,3,0,3,3.8046890634715496,3.057086583226694
at it again,3,0,3,5.802256171607614,3.041116818495574
and to think,2,0,3,4.115898349556452,3.037847949638409
and have a,3,0,3,2.1428077830444834,3.0357457128308476
this to happen,3,0,3,4.08706046493467,3.0298009804706663
great state of,27,0,3,2.834271434424694,3.027135800758789
have your back,2,0,3,7.664982691926009,3.02539270296595
democrats on a,2,0,3,4.94090357183102,3.013732398342823
of my very,3,0,3,3.561857326969945,3.0097980350723383
with all of,11,0,3,1.8859770998848528,3.007938852315936
states of america,8,0,3,5.135592173784255,3.0057501725355737
to a meeting,2,0,3,3.474175285802958,3.005206252771201
on crime and,12,0,3,3.0545016940457113,2.9857752431522413
was with me,3,0,3,4.999803216815285,2.978897320357943
with respect to,3,0,3,5.337113182038293,2.968981571525034
is with you,2,0,3,3.636799995326775,2.949776542721582
trade and the,3,0,3,2.783969619235733,2.94845740863494
welcome republican and,2,0,3,7.473560745395091,2.9462165284043604
only time will,3,0,3,7.39154234445281,2.9428971832019313
obama and clinton,2,0,3,5.705678092185106,2.941227284335612
is the time,2,0,3,2.946433583453997,2.940486352663052
how good the,2,0,3,5.290601163638392,2.93701654836115
it is time,12,0,3,5.946048512510178,2.93566671720723
and now i,2,0,3,3.6593854650846156,2.9351572500744068
for me to,2,0,3,3.2229254834631145,2.9230938343064263
much of it,2,0,3,5.182224785672201,2.922371209147644
and much more,6,0,3,2.6886734151498155,2.921065641704225
done more in,3,0,3,5.270268023627108,2.9164671302786336
as to how,2,0,3,6.204793082924223,2.915006083422547
collusion was that,2,0,3,6.39495002704205,2.909967287056123
are with all,3,0,3,2.9105521285330824,2.9033188377197767
you and your,3,0,3,3.228633869329573,2.892798013988807
more republicans in,8,0,3,2.792856674096854,2.875819580479544
just more fake,3,0,3,5.45879018433945,2.8622221849201375
was said at,2,0,3,6.284304496184418,2.8609259136715384
my use of,4,0,3,6.01836561185544,2.8603470219110854
where is the,4,0,3,2.963225344258905,2.853952536315321
are with the,13,0,3,1.137413648682342,2.8539008080093473
for a job,4,0,3,4.654296144536374,2.8535838736385313
the need to,3,0,3,4.413944909456221,2.8522380793801516
out and vote,3,0,3,5.0438880448370975,2.850042986172562
the place to,2,0,3,3.2975474477555293,2.8474423548335235
and i were,7,0,3,3.0351518427696087,2.847233658860122
great news as,2,0,3,4.991666394218734,2.8356941989346263
and their families,10,0,3,4.408707640648038,2.8337788760363
why are there,2,0,3,4.409460614590924,2.833513106702534
be with them,4,0,3,4.556275281011834,2.830608870104441
about me and,3,0,3,2.9385035592661395,2.8294899565044602
to a 51,5,0,3,5.841782663061257,2.8131542345928957
for by crooked,2,0,3,5.156741238031953,2.8055252380966205
was one of,3,0,3,4.850523704964015,2.7956109217668885
and love to,2,0,3,3.4357897912582165,2.7907560420635678
have a country,4,0,3,4.370019415746851,2.7785549897563673
house of representatives,5,0,3,6.955719162004606,2.7748987193357006
to being in,2,0,3,4.436345627662684,2.7673130131164037
at signing of,2,0,3,7.09852573393448,2.766264215496994
and america is,3,0,3,4.434238448110019,2.765026099056504
over to the,3,0,3,4.542671730561465,2.762736848008674
is in full,2,0,3,5.844800074575023,2.762731217168617
are with you,13,0,3,4.092764815519551,2.758136693753414
you to our,10,0,3,2.0253080260773086,2.7548855777719115
and that is,2,0,3,2.175508549557746,2.7525315209185406
will pass the,2,0,3,4.851601049795739,2.74054757497463
and being with,2,0,3,2.751237839975428,2.7387263942628692
YOU are the,3,0,3,4.448552391742437,2.7325412661035333
welcome to the,3,0,3,4.709120234694725,2.729880887052513
strong and great,2,0,3,4.663498164393745,2.72285476227366
is at a,5,0,3,1.650439449799879,2.7131951011599
great to be,5,0,3,4.085844253440283,2.712007508902799
the fact that,26,0,3,4.292100323664245,2.7115408842145485
on congress to,2,0,3,4.512362938704344,2.7098479394568344
for up to,2,0,3,4.316359602962153,2.7085648325699165
from mexico to,3,0,3,3.7436014626342695,2.708202257275722
we are on,4,0,3,2.5936061885278847,2.704285807218759
not in a,2,0,3,2.4880502103951057,2.703460670855108
now is the,2,0,3,2.585447557550876,2.700791376257331
of all time,2,0,3,2.7040565770947897,2.6970395066052415
i love the,2,0,3,4.562041446347793,2.6932244122652826
be there to,4,0,3,2.87609037244469,2.6896285586280375
tax rate of,2,0,3,6.8294084800272445,2.6847360421538977
people and their,2,0,3,2.6933750761928055,2.6744958411702604
and of course,2,0,3,6.40172399543031,2.6733327065272894
when in fact,2,0,3,6.00497195290304,2.65573046276553
are illegal and,2,0,3,4.504462622644484,2.6542957870907635
when will this,2,0,3,5.641502694203034,2.6533921757947674
good one for,2,0,3,5.7578973719504924,2.653220647221017
of russia to,2,0,3,2.8230675351449794,2.647439519711916
down the government,4,0,3,3.3771329476925396,2.645651247022254
but in the,3,0,3,2.879904216992525,2.6455990787327184
the only way,4,0,3,4.378805750716431,2.645544169763155
what about the,5,0,3,2.1545971268803723,2.6399926599366514
he was the,3,0,3,1.9172411772419813,2.639420182863341
and the military,4,0,3,2.005534732007691,2.6349457065431983
do the right,5,0,3,4.228968254932703,2.6312137133976075
a made up,4,0,3,5.471999369367742,2.630688361164101
a vote to,2,0,3,2.7247700015707337,2.6264311276007306
the job done,2,0,3,4.495850955299136,2.6232347060210803
who made the,2,0,3,4.313540469648801,2.62296446284257
and it was,4,0,3,1.922819706254241,2.6181928136750887
and our great,7,0,3,1.3775927855910721,2.6140909234522995
they love our,4,0,3,4.573454804133481,2.613914361424178
collusion and there,3,0,3,5.548549865947633,2.613746175185327
have the votes,2,0,3,3.262222539887823,2.6110809454216253
win the general,2,0,3,5.913433810596642,2.609616941722732
america and the,2,0,3,4.290572136708154,2.6049775159895865
and will be,10,0,3,1.9745745565572501,2.6044898076201806
hard working and,2,0,3,4.730344960765286,2.597908696488193
be with our,2,0,3,2.490225599035884,2.5968132945334155
obama was president,3,0,3,5.510988087262089,2.5891044180631213
republicans on new,2,0,3,4.644404640191138,2.587741774536952
didn’t have the,2,0,3,3.4946815355290504,2.5835614647384944
all talk and,2,0,3,4.572289852555347,2.58268765870456
out with a,2,0,3,2.7438899920376585,2.5804496636264376
very much in,2,0,3,2.9498688185765496,2.578608889230911
enforcement are on,2,0,3,5.551236351230017,2.5766024763897093
not getting the,3,0,3,4.275775140278819,2.57123634494165
to our new,4,0,3,2.1353919861187705,2.566385202118883
a once in,3,0,3,5.368078783635383,2.5589009847636945
look for a,2,0,3,3.4086876104514707,2.558771163643523
is now in,2,0,3,4.111280275375018,2.557267394241953
to do so,5,0,3,2.4426428072071373,2.555439272537368
the make america,2,0,3,4.549963616708843,2.554410553207241
on his big,5,0,3,4.185705899554443,2.5541639505938067
as to the,2,0,3,4.046270875816157,2.5519653837051637
to more than,3,0,3,5.311800958107325,2.551692781205289
getting better and,2,0,3,3.9837694518634894,2.5513708776499846
the GREAT work,3,0,3,4.179335595781504,2.55073470609705
why is it,2,0,3,3.108151507458204,2.5497422722312386
state department to,2,0,3,6.489178189049019,2.549369168453787
a far better,4,0,3,3.5966092612900904,2.5426552337588526
that done by,2,0,3,5.456236161484962,2.5421258539987535
all time high,5,0,3,5.457860833184146,2.541059311233648
need a tax,2,0,3,4.432828546295902,2.540600403081457
country in the,4,0,3,2.7706030514428712,2.540379229168486
where is our,2,0,3,4.188689191129716,2.5393287717975297
don’t know and,2,0,3,5.581862960967688,2.5372066571770437
will only get,7,0,3,4.05500508072948,2.533715400451318
border of north,3,0,3,5.314151460194568,2.5333526202662973
of families at,2,0,3,4.373938025701907,2.527527348652226
will all work,2,0,3,4.534884763104958,2.526867974168666
is up more,2,0,3,4.324323328850437,2.524995216027119
of obamacare is,3,0,3,4.103777306412438,2.522121368227308
a job well,2,0,3,4.897496194737324,2.521802183062286
of more than,5,0,3,4.291467471727023,2.520759089720845
to stop by,3,0,3,5.287801326963767,2.5193078577386836
for all you,2,0,3,3.3722060659083386,2.5159277520606587
i have great,3,0,3,2.8158798146249824,2.509240627320981
an all time,3,0,3,3.3791378596609682,2.5063819074734934
the back of,2,0,3,5.264261748737513,2.506294176764422
we now know,2,0,3,5.502818276774161,2.50283269805017
has to be,2,0,3,4.11085467468062,2.501426598387038
america is with,2,0,3,3.1172424161128145,2.49966517793792
our great military,13,0,3,2.567388586717363,2.489590945788975
a country that,2,0,3,4.10938000069257,2.4867097069942017
of the year,6,0,3,3.985081099584446,2.485545612276444
is why we,3,0,3,4.49595894924837,2.4802269839131648
and almost always,2,0,3,6.301671173843338,2.4771316990386785
in the great,13,0,3,2.168522551873387,2.4756058759426876
all the way,3,0,3,3.894117476954892,2.467639387082664
am working on,2,0,3,3.6232238831330994,2.4665744387944164
to go to,6,0,3,1.5846558546750593,2.466007892910607
do their job,3,0,3,5.350306896355574,2.465254836515312
to have president,3,0,3,3.8093151180628917,2.460780637561535
great numbers on,3,0,3,4.329177855746934,2.460751663015188
working and most,2,0,3,5.285502176622895,2.4597788273068484
it comes to,5,0,3,5.158406346702796,2.4540219053775303
hunt and the,2,0,3,4.328834034880418,2.452799629404741
go to a,5,0,3,3.7290558394585682,2.4506863629602478
are not in,2,0,3,2.2322102070689924,2.449503816950512
i will be,51,0,3,1.453516159071862,2.4493274622814964
by working with,2,0,3,4.371882947480934,2.447965912008087
confidence is at,4,0,3,4.270096898716163,2.44720033840791
have spent the,2,0,3,5.221350909681468,2.446741116686008
me is negative,2,0,3,6.232770979344797,2.4466571560732344
give us the,4,0,3,2.7316131077457393,2.444633041336188
border by working,2,0,3,6.197208059583684,2.443689127116962
and will do,3,0,3,1.9518760424206758,2.4428027005456094
are looking great,3,0,3,4.058951208689486,2.442602402238935
an a +,2,0,3,6.246368533582166,2.4425393430657145
first time in,6,0,3,2.6721020368569466,2.435815744053435
the bad iran,2,0,3,4.575771429386801,2.4347447250892644
in times of,2,0,3,5.153649774165096,2.4303919940880907
a news conference,2,0,3,5.366795928317268,2.4294201046286172
money in your,2,0,3,5.264686537557432,2.422109238119212
secretary of state,13,0,3,4.215490923364299,2.4205509542828296
as our new,2,0,3,2.9163763186847897,2.416292800109765
time will tell,3,0,3,6.091589223227844,2.413510953479025
the high crime,2,0,3,4.262998163015401,2.4084401056844764
was an honor,18,0,3,2.0337339798644085,2.406743511762357
on in the,2,0,3,2.1445765973853392,2.4012324418453117
was lost many,2,0,3,6.088536250091103,2.398289256930632
of good people,2,0,3,2.9662451145630344,2.3980016240458024
any and all,3,0,3,4.994998564538712,2.3939872253127703
his people and,2,0,3,2.7291515993344464,2.3913358684794788
in charge of,3,0,3,5.017649132854885,2.3861622211384934
the border by,2,0,3,3.953944934326912,2.384290289982638
to my meeting,2,0,3,2.5528238124911096,2.38274083451402
the time is,2,0,3,3.8115463173063286,2.381358892492922
border with their,2,0,3,5.068103492632185,2.3785048297804607
a really great,3,0,3,3.8027554058457027,2.3779985538610156
not much time,2,0,3,4.364654750596903,2.3773812721637078
as to why,2,0,3,5.084383598842811,2.3772635540450255
have not been,2,0,3,2.992321198334283,2.3770743711469806
a day that,2,0,3,4.012228408635465,2.376711872384667
go out to,2,0,3,3.0325086339785865,2.37650331467527
will help to,2,0,3,2.2741958979924037,2.3735133394355232
to think that,2,0,3,4.209941529195149,2.3711458633728117
russia and trump,2,0,3,4.25747201490851,2.368731508391312
but what about,2,0,3,4.4226756519299375,2.368724290237253
get through this,2,0,3,6.008241823909818,2.368152759389065
put up with,4,0,3,4.163972694428315,2.3641981910872554
it will get,4,0,3,3.7777855513903265,2.3638420468739576
put the safety,4,0,3,2.841876278685392,2.3610133221068326
no collusion and,6,0,3,2.404676201665118,2.360718831595422
will they be,2,0,3,3.968930122085975,2.3601660298646543
are the ones,3,0,3,4.9976890237620015,2.3601389133839414
allow this to,3,0,3,3.163663227742717,2.35143410236562
dems and crooked,2,0,3,4.283389121938283,2.349096146813139
republican and democrat,2,0,3,4.567501845874049,2.346596763249034
for such a,3,0,3,2.626382335632771,2.3465927458878917
safety and security,10,0,3,3.831766903352357,2.3428897333584184
or safety at,2,0,3,5.2792079304264625,2.3362054456435595
that being said,3,0,3,4.975843752355898,2.334627080211077
a rally at,2,0,3,4.291482399229011,2.334591006771614
meeting on national,2,0,3,5.031800724018541,2.333311067555766
that AMERICA is,2,0,3,4.122653318431588,2.3324395043846007
the only collusion,4,0,3,3.7817235251443555,2.331993804993225
of which there,2,0,3,5.032638374944667,2.329609398110706
better and better,2,0,3,4.238820363594279,2.324629854385319
don’t like the,2,0,3,3.9340181746213654,2.3217751120580923
on its last,3,0,3,4.966858027452153,2.314133235834485
help to me,2,0,3,3.8903611805011,2.3119473613519537
put out a,2,0,3,3.255066365218795,2.3092949075494604
news on CNN,2,0,3,4.318333882297387,2.305160352061154
on my way,3,0,3,3.7934397820204713,2.30395154694214
out that obama,2,0,3,4.186473717300362,2.3004622372648362
what the president,2,0,3,2.563859999139269,2.2962736153911862
not a bad,3,0,3,3.7212614952434167,2.296048823040828
and so much,10,0,3,2.1963627847401996,2.2952313702467437
of an entire,5,0,3,3.9428439963496564,2.288073311376299
america great again,19,0,3,2.8598885518097665,2.286092613554164
system of immigration,3,0,3,4.222532910187787,2.283955472973269
believe that with,2,0,3,4.853298441848234,2.282878856864891
that is a,4,0,3,2.212950658976443,2.2820132956877845
and our highest,2,0,3,4.042923086429495,2.281112936470951
no good and,2,0,3,3.7705140232476397,2.2807949952082
of china that,2,0,3,2.6663409061791157,2.279626542054495
my prayers and,3,0,3,3.9796055190229636,2.278535069524043
with us on,2,0,3,2.4525275763693655,2.278216266469366
like never before,5,0,3,5.6808692883297445,2.2774373411506
and more people,2,0,3,2.5259079395813977,2.275906295426415
done more to,2,0,3,2.5659380669508107,2.2747216055131387
on the russia,2,0,3,3.9920417004119324,2.271572403655452
is on the,4,0,3,1.3923187830633705,2.2589195778988125
is the one,2,0,3,2.234334675828093,2.2553052682355506
to do with,8,0,3,2.078068996644798,2.2541964873887483
and your family,2,0,3,3.1873494479231823,2.2529611766345305
and high taxes,2,0,3,4.900992456494657,2.2513219138003233
house votes on,3,0,3,5.041525566644018,2.2509543410627413
better place to,2,0,3,4.842535774039316,2.2398427249624504
our countries history,2,0,3,5.687729048288227,2.2388516133943694
of words to,2,0,3,4.771175226813186,2.2378732217837642
had nothing to,2,0,3,4.76784223579763,2.2352112006043594
and reform bill,4,0,3,4.796831785285196,2.2338274135220484
the general election,3,0,3,4.679624451934287,2.232332420511433
dollars a year,5,0,3,4.6399898474893595,2.2248676086017616
of any DACA,2,0,3,4.831635519675055,2.2208840671493357
great honor to,59,0,3,1.4026597928002227,2.22062426952132
the border and,6,0,3,2.1051619299143294,2.2204622504876967
and treated so,3,0,3,4.022919451045798,2.21923026107
what is right,5,0,3,4.575877348236624,2.2191273841093424
and the prime,2,0,3,3.6105433600240926,2.2164102153698093
not to let,2,0,3,3.7959494644398144,2.21624632078021
to be done,5,0,3,2.312993194986509,2.2108146751438955
go out and,2,0,3,3.8021440891512683,2.2094334854352913
in other words,4,0,3,4.930897001300073,2.209069963108158
france and the,2,0,3,4.676382436219419,2.206845648710911
this administration is,5,0,3,2.4070622671876385,2.2060103400513102
not the way,2,0,3,3.567113064834596,2.2052145987370553
for the good,3,0,3,3.5039583107510706,2.204909947433793
because you are,2,0,3,3.8007612433714173,2.204172291101837
is out of,2,0,3,2.420739020832422,2.2031351161112904
have to be,4,0,3,3.326440366968812,2.2027278255018627
the shooting at,2,0,3,3.9799408625296513,2.2018990167776153
they lost the,2,0,3,2.5872064508835484,2.201708105824136
to get to,2,0,3,2.3481931716193083,2.200888001538912
must put the,2,0,3,3.645266622057771,2.1999596545214914
in a much,2,0,3,3.556868883866957,2.199918693320493
it is about,3,0,3,3.7889769438378798,2.1979047370368274
news about the,2,0,3,2.3333101382169303,2.197764771843479
will get even,4,0,3,2.4377007919877802,2.1974996684006434
the amazon washington,3,0,3,4.966298314620307,2.1960620097922727
on trade with,3,0,3,1.9566883591456543,2.19424494106917
military and our,5,0,3,3.3400074685105867,2.19395686558097
prayers and best,2,0,3,4.776043799386249,2.1939074138740473
justice and FBI,2,0,3,4.112437322549316,2.190504023102795
to national security,3,0,3,3.8135193620569074,2.1901829184346706
it that the,2,0,3,2.321584281965266,2.18920762350679
a nation that,3,0,3,3.808548771779817,2.1881831852108276
tough and smart,4,0,3,4.879230486640068,2.1831955517233514
to the leaders,2,0,3,3.8432801193645023,2.1827984852249664
as the leader,2,0,3,4.632363464475532,2.182672131914556
to @foxandfriends for,2,0,3,3.8596128005681356,2.177029450582169
and to our,3,0,3,1.3496308751310018,2.176409734548066
of what i,2,0,3,2.2979676138425473,2.1762649366420774
with me on,2,0,3,2.070657666931892,2.1757829865161398
good and will,2,0,3,2.134831803358945,2.175159710381218
and for our,3,0,3,1.4978468617504985,2.17047897965378
god be with,3,0,3,3.7982710837017635,2.1703916373085512
she lost the,2,0,3,4.673354734562248,2.168282922203378
that a school,2,0,3,3.6785315812112076,2.1680914455336424
with china will,2,0,3,3.7450928202815543,2.167707313487087
in america is,2,0,3,2.172463397460506,2.165919974905845
than it has,3,0,3,3.676983372472651,2.164491175590477
on winning the,2,0,3,3.638602761300676,2.161146964347564
is putting the,2,0,3,4.622934674570294,2.1593738604987327
cuts made it,2,0,3,5.473885511319321,2.1565431691113792
and is doing,2,0,3,2.3845881450933613,2.156129991814436
make a deal,14,0,3,3.278972993117228,2.1557924150701395
more people are,2,0,3,3.8183272642429045,2.1545115149120853
women and children,2,0,3,4.895598897259989,2.1540707496547933
be back in,2,0,3,2.1170180465231305,2.1540135881746125
what about all,3,0,3,3.6152414725305313,2.1530698414909506
was killed in,2,0,3,3.1391951944127596,2.152141081584285
than ever to,2,0,3,3.8226214270380234,2.1486825663039677
and women of,13,0,3,2.008311977530293,2.1470825393544986
day to all,2,0,3,2.6422970519856217,2.146929215570315
we remember the,4,0,3,2.5618001871633904,2.1447554423569275
and many other,4,0,3,2.371250915509064,2.1447486069814783
why was the,2,0,3,3.4206186361598143,2.142523369704937
will fix it,3,0,3,4.535420050232556,2.142398295904656
we have great,2,0,3,3.482330615818007,2.141614807118513
the russia case,2,0,3,4.63705236800055,2.1390114439273247
take back day,2,0,3,5.422496614309233,2.137639937445065
we have to,7,0,3,1.0831956988325993,2.1354136337591014
this is your,4,0,3,4.397863044161632,2.132428592363322
we have the,6,0,3,1.1123183106836696,2.132254371515904
is so important,2,0,3,4.549837399498832,2.129930729608449
the people of,34,0,3,0.7830920366962446,2.1269692372828284
FBI and the,2,0,3,2.0570430319984565,2.1266187616406773
it is hard,4,0,3,4.382108619024972,2.126067420881869
so now they,5,0,3,2.19504694829833,2.124612071606489
paid for by,3,0,3,4.493252525277175,2.1223260040686553
can have a,2,0,3,3.572785371512082,2.1213150936158574
hillary and the,2,0,3,2.2442851090557134,2.118761806317244
deals in world,2,0,3,4.1305648589079,2.117940216969706
will the fake,2,0,3,3.402473839842174,2.1158705400262154
loves the people,4,0,3,4.391024474877724,2.115641206536398
at a 17,4,0,3,4.40757507557419,2.112190634361502
has my full,9,0,3,3.4445435314144865,2.111866906543216
is the only,2,0,3,3.3970335997322967,2.1113086411501665
great economic news,2,0,3,3.9513955873725255,2.1086074447589422
will have the,2,0,3,1.5731634587643404,2.1077609352697912
tell you that,4,0,3,3.639023682007807,2.1072703151704486
over the years,3,0,3,3.4928225267705386,2.1068945044774723
the totally biased,3,0,3,4.635274271554483,2.1063165956373435
has the right,2,0,3,2.442497102429803,2.1060177570985394
it's all a,2,0,3,3.799796099664371,2.1059224533593377
for passing the,2,0,3,3.8063261659058583,2.105365147294899
not the answer,2,0,3,4.591635423652661,2.104685096249473
the obama administration,24,0,3,1.7870054437607688,2.104179556544014
my good friend,3,0,3,4.7043280680745365,2.1035953363186044
needs the security,2,0,3,3.9125385278183895,2.100739904106162
i like to,2,0,3,3.3792081402665617,2.0992045118717684
will vote for,3,0,3,2.0292970336133664,2.0990202618008382
are created and,2,0,3,4.484272862209304,2.098892566047489
of those they,2,0,3,3.744248120023399,2.096972110270279
great year for,2,0,3,4.421143589732702,2.096429996260053
is that the,5,0,3,1.1022251565455679,2.0939674255861536
the never ending,2,0,3,4.84824471692531,2.0934854017105473
and security of,4,0,3,1.6990544278218693,2.0926461214120504
from around the,2,0,3,2.934414626261424,2.0924374155767724
get made when,2,0,3,5.307741848007541,2.092126590416819
is all a,2,0,3,1.8006918447139864,2.0921245124442986
but only time,2,0,3,4.540055235073569,2.0917371091407273
us the votes,2,0,3,3.6648669735213857,2.0890759770729166
great deal of,2,0,3,3.678756000847444,2.08864831047295
at a record,3,0,3,2.495342440010732,2.087430126193947
is in a,5,0,3,1.1130326517430484,2.087405348708381
to the washington,2,0,3,2.772747771480094,2.0865084832979215
the DACA meeting,3,0,3,3.5732812928385402,2.0863522719993743
in germany is,3,0,3,4.493454614248172,2.0851850144624553
states and cities,2,0,3,4.740009634174162,2.080934097241068
so wonderful to,2,0,3,3.42263945923219,2.080860303195077
time with our,2,0,3,2.1706909182887126,2.0802866233414146
keep it going,2,0,3,4.698409829864362,2.07955826838671
a way to,3,0,3,1.8794714594586255,2.0788634697297788
on new legislation,2,0,3,4.579592110475646,2.0766519016565934
to being there,2,0,3,3.392009639061778,2.0754743177157278
melania and i,18,0,3,3.2214906250357385,2.0744133073167625
to the family,2,0,3,3.65212269145316,2.0721918143526667
people coming into,5,0,3,2.804654961887219,2.072169614532541
and go to,3,0,3,3.2106556925456027,2.0717128326938354
with our great,5,0,3,1.457614020261786,2.0711778448428797
is to the,2,0,3,1.5869179146395558,2.0701401404673616
in singapore on,3,0,3,3.6390392642054867,2.0694399633164964
immigration system and,2,0,3,4.03236365855745,2.0683153079068917
is losing many,2,0,3,4.510141516725021,2.068101602224011
the border with,2,0,3,3.2797566552759823,2.064927534565026
he deserves for,2,0,3,4.743973310941399,2.061864656217659
a really big,6,0,3,2.177756206201738,2.0606955791884336
up with a,2,0,3,2.299478512760575,2.059588853482292
will see you,2,0,3,3.7123127391381594,2.05936955602968
for doing a,2,0,3,3.327804018116759,2.058550908716897
system and protect,2,0,3,4.667151896994685,2.056125198666116
such time as,2,0,3,4.642990782986107,2.05562733979277
and many others,7,0,3,1.9081883556443056,2.0532943095392726
to all who,2,0,3,1.9589313967167685,2.053251103875124
great being with,3,0,3,3.2575834931060315,2.0524286291746807
trade and military,2,0,3,3.4353657165765212,2.0523413564562056
should never have,5,0,3,2.163339022052589,2.0519018864735425
why would i,2,0,3,3.767525186511982,2.05098067452939
want safety and,2,0,3,4.372069807374894,2.0509794540703608
complete and total,3,0,3,5.205254425770253,2.0508921600680017
do what is,5,0,3,2.361070961896268,2.0507930624848605
for first time,3,0,3,3.4146433019204157,2.0423884335008706
