collocation,count,count_nested,length,lambda,z
to raise,9,0,2,3.484144484814301,7.3729309123261135
even try,2,0,2,5.428269490447589,7.372231179237168
a story,11,0,2,2.4001353397652916,7.37180465895879
your bravery,2,0,2,5.662025957850473,7.371365272188773
better off,2,0,2,5.002133341987565,7.37056524687604
general election,3,0,2,4.183610895540478,7.3671576977290725
special election,3,0,2,4.183610895540478,7.3671576977290725
but only,5,0,2,3.2904698061567403,7.364634550900551
led by,3,0,2,4.785334451590621,7.363122301653886
been told,3,0,2,4.25676984645647,7.3612107005234995
let these,2,0,2,4.962733808088143,7.360846573787346
let them,3,0,2,4.166666605854254,7.36071364552561
strange has,3,0,2,4.565169031808781,7.360402853812022
just heard,3,0,2,4.5651690318087805,7.36040285381202
look how,3,0,2,4.138952019942147,7.3600460922470035
see how,3,0,2,4.138952019942147,7.3600460922470035
why wouldn’t,2,0,2,6.619306406978638,7.3562620730414965
with me,12,0,2,2.186558163392619,7.3544670206508425
las vegas,9,0,2,14.897726830242702,7.352733490731316
bad policies,2,0,2,5.1005459968720634,7.352449380545802
describe how,2,0,2,7.651220685208664,7.3523908881206435
big luther,3,0,2,4.404175402366931,7.349801313275984
trade penalties,2,0,2,6.609678055866382,7.345981191016729
FOR BUSINESS,4,0,2,11.206021943673772,7.345253459085639
rand paul,4,0,2,11.206021943673772,7.345253459085639
being politically,2,0,2,5.830526686419192,7.34495559556528
our nation’s,6,0,2,5.471996863785428,7.344794466549078
desperately needed,6,0,2,10.90712613631741,7.340393615530324
to put,13,0,2,2.3261055561925135,7.339280182716403
attack on,6,0,2,3.262812804807418,7.339271579930689
be going,10,0,2,2.3855625223579087,7.339185138470826
ban into,2,0,2,5.402142369144907,7.338283081378418
its subscribers,2,0,2,7.635078418009219,7.3377605357313485
pass through,2,0,2,4.9448241686694425,7.3362474901756025
phony democrat,2,0,2,4.9448241686694425,7.3362474901756025
its last,3,0,2,4.1225453132643075,7.333988155148995
$ 1,2,0,2,5.047856190725789,7.332973628194551
how come,3,0,2,4.124796257379696,7.331906229226977
from singapore,3,0,2,4.5466537152303275,7.331199495514193
system that,5,0,2,3.532047012424231,7.3288146825229
where i,5,0,2,3.2969552764963703,7.328041143423694
my presidency,3,0,2,5.237978904010177,7.3268885881773524
terrorists must,2,0,2,5.8148142969461425,7.32587728378804
report totally,2,0,2,4.940116437103005,7.325504839801557
eleven republican,2,0,2,7.619192183417339,7.3233451458294025
a beautiful,8,0,2,2.937405550564511,7.322990801268762
must protect,3,0,2,4.206377171362799,7.322136280867994
dan bongino,3,0,2,11.50131560331178,7.32175091130724
GREAT NATION,2,0,2,5.621956141220785,7.3211850481793945
getting along,2,0,2,4.988349343892836,7.320804401504212
getting close,2,0,2,4.988349343892836,7.320804401504212
my cabinet,3,0,2,4.870228265884071,7.319694531615163
unfair to,9,0,2,3.211560287370793,7.317302696109359
good faith,2,0,2,5.807049423239662,7.316443538657114
about obstruction,3,0,2,4.279749937245608,7.316035770070498
best economic,2,0,2,4.930078711669495,7.315020534705332
MAKING AMERICA,16,0,2,10.528848315511228,7.308850180002817
are far,7,0,2,2.906757344359574,7.307554977443452
remarks by,3,0,2,4.660158382226668,7.307492616767694
by memorial,3,0,2,4.8608436152109125,7.305830140902575
make california,2,0,2,5.089528082089133,7.30522695277939
increase in,6,0,2,3.7241457728008913,7.30484339147876
reason i,3,0,2,4.481686845178245,7.304590761288273
went down,2,0,2,5.064358810004567,7.303591761242208
great book,5,0,2,3.5380236326187386,7.303099087081064
through their,4,0,2,3.6699168125511066,7.302719661655329
after hearing,2,0,2,5.236972060046196,7.301139943700607
server or,2,0,2,5.470725559320099,7.298667121962893
in georgia,8,0,2,5.254376271324402,7.297759610746871
billion trade,3,0,2,4.145679519983228,7.297365244422779
cannot believe,2,0,2,4.9183635630382865,7.297041208641727
to all,36,0,2,1.288275290492797,7.29491137141001
russia case,2,0,2,4.978152575732882,7.293313576538749
will start,6,0,2,3.2139296569176974,7.290377623407373
day at,7,0,2,2.8117115800608654,7.289931957075626
for losing,6,0,2,3.3831800772194534,7.288876354877723
dishonest fake,3,0,2,4.22359218868395,7.288152879782437
WITCH HUNT,8,0,2,14.786514071111053,7.2868622971808366
44 years,3,0,2,7.13236764725016,7.282043513719838
immigration bill,3,0,2,4.087974192688164,7.276719875362314
fighting for,6,0,2,3.3256856797136956,7.275526132096988
we remember,5,0,2,3.620732537597082,7.274769014214148
your sacrifice,2,0,2,5.351845237239188,7.272780965982139
order on,7,0,2,2.913290586733558,7.270714636409213
new york,26,0,2,10.388347301876795,7.263239797633453
getting better,3,0,2,4.076614778312964,7.260382637740941
#fake news,4,0,2,6.860553893103571,7.2599121300621094
an amazing,3,0,2,4.229726606448631,7.257097077494077
leaked CLASSIFIED,3,0,2,11.334248642670039,7.256643677682983
be stopped,5,0,2,5.539485916850336,7.252886687714435
there will,12,0,2,2.1444841220586426,7.2508244304640135
such an,4,0,2,3.594575231150048,7.246622998739246
very sad,3,0,2,4.493066400098744,7.246584287335379
very successful,3,0,2,4.493066400098744,7.246584287335379
another campaign,3,0,2,4.075356323620607,7.246090280837022
our borders,7,0,2,2.9077837198705145,7.242224785520901
in singapore,6,0,2,3.8859600866867483,7.24194878642145
my opinion,3,0,2,5.489306261040744,7.241782265480333
to seeing,10,0,2,4.471986230849129,7.241626944743663
dollar trade,2,0,2,5.327611818943588,7.241154278041926
even tougher,2,0,2,5.191854922404054,7.2410975055006634
job openings,2,0,2,7.528828020644765,7.241038592019924
vote ed,2,0,2,7.528828020644765,7.241038592019924
as they,9,0,2,2.4361256945586764,7.240733828264211
smart america,2,0,2,5.251502545205844,7.240675510916478
great success,5,0,2,3.48800022789772,7.238522017230826
bad people,6,0,2,2.981938453611893,7.236383386206394
time in,14,0,2,2.0248530519463066,7.233459744051944
tester should,2,0,2,6.020428944346245,7.231194149156366
will pay,6,0,2,3.1754503644054086,7.2306739757737
but we,8,0,2,2.573189429634745,7.2306013705632575
it’s been,3,0,2,4.167210713279076,7.228224993182569
unemployment numbers,2,0,2,4.85649289923882,7.225905441626279
great bilateral,4,0,2,4.601618792026214,7.225089671541323
nobody like,2,0,2,4.985876811261282,7.224960582181925
who saved,3,0,2,4.47924511941569,7.224738231731343
by crooked,5,0,2,3.2683093721223813,7.222836517167998
GREAT COUNTRY,2,0,2,5.311775418946286,7.220463499974098
big supreme,3,0,2,4.274937839937573,7.218649560613439
around the,11,0,2,3.0123741769592307,7.217440260672167
southern white,2,0,2,4.9334200592094195,7.216799489869186
republican agenda,2,0,2,4.921348200456974,7.21633200563544
on t.v,5,0,2,4.937631157824698,7.212249725499528
pearl harbor,7,0,2,14.661363803969833,7.211464645659954
saudi arabia,7,0,2,14.661363803969833,7.211464645659954
dollars since,2,0,2,4.84625901910214,7.209638493946745
over 100,2,0,2,4.974235881684366,7.209115382948443
has made,6,0,2,2.9599719768119717,7.207683405859764
gave up,3,0,2,4.144878710091318,7.205732651822279
encourage all,3,0,2,5.4614103321687875,7.205518180291319
of state,14,0,2,2.0745740015501757,7.203484306959715
you are,18,0,2,1.7397763606876926,7.20091709962577
for their,17,0,2,1.8029087536081017,7.197809911699509
to deliver,9,0,2,4.120186525555899,7.195395940157193
not worry,3,0,2,4.785858792461395,7.194941299580381
a terrible,8,0,2,2.8557012661126833,7.194307620439384
win for,8,0,2,2.6957230842489155,7.187373776085918
obama was,7,0,2,2.7597471049166358,7.186075854695969
only three,2,0,2,5.029278164811297,7.185672214124978
would take,4,0,2,3.559147477819599,7.184356501231141
tax increases,3,0,2,7.03340972663651,7.183446036333501
am leaving,2,0,2,4.973798565200494,7.180636618829599
here in,7,0,2,3.051121413771288,7.178584841009593
level in,7,0,2,3.051121413771288,7.178584841009593
lowest in,7,0,2,3.051121413771288,7.178584841009593
american worker,3,0,2,7.027146804563798,7.177195740246373
didn’t know,2,0,2,4.830274686668636,7.176992164205523
wonderful relationship,2,0,2,4.8646706402769295,7.176506474744596
borders and,7,0,2,3.5992683629967854,7.176464613814508
working closely,2,0,2,5.091758568607992,7.1717643642231135
AGAIN 🇺🇸,2,0,2,5.371993321723865,7.171720451666135
credit he,2,0,2,5.273244650280874,7.1700482660325475
at 8,4,0,2,3.8820617954313335,7.169030611447939
on borders,7,0,2,2.8780787894359596,7.169008381263374
democrats don't,3,0,2,4.112364827790817,7.164864135414706
gathered today,2,0,2,5.962547957150343,7.163829982166197
its nuclear,2,0,2,4.8415740015332425,7.163242255609063
in california,6,0,2,3.6495450968180307,7.1592874157603505
were asked,2,0,2,5.009739562936131,7.159147380013418
were involved,2,0,2,5.009739562936131,7.159147380013418
he had,6,0,2,2.9318033784411317,7.156587888601976
seven years,2,0,2,5.48966424951643,7.154796974355876
for both,6,0,2,3.2687436250700994,7.151921117434136
testing or,2,0,2,6.426288589627687,7.149236177195019
never met,2,0,2,5.074265084590576,7.148206566290861
least one,2,0,2,4.972231171568885,7.1460668789460895
courts must,2,0,2,5.178773941619479,7.144379871567607
"55,000 factories",2,0,2,11.953352229311292,7.143477857063213
ILLEGAL IMMIGRATION,2,0,2,11.953352229311292,7.143477857063213
anonymous source,2,0,2,11.953352229311292,7.143477857063213
comm inspector,2,0,2,11.953352229311292,7.143477857063213
counter-intelligence operation,2,0,2,11.953352229311292,7.143477857063213
dick durbin,2,0,2,11.953352229311292,7.143477857063213
dicky durbin,2,0,2,11.953352229311292,7.143477857063213
fastest pace,2,0,2,11.953352229311292,7.143477857063213
illicit scheme,2,0,2,11.953352229311292,7.143477857063213
inlet station,2,0,2,11.953352229311292,7.143477857063213
pre-existing conditions,2,0,2,11.953352229311292,7.143477857063213
@jessebwatters #thefive,2,0,2,11.953352229311289,7.1434778570632105
al sisi,2,0,2,11.953352229311289,7.1434778570632105
christopher wray,2,0,2,11.953352229311289,7.1434778570632105
de blasio,2,0,2,11.953352229311289,7.1434778570632105
debt ceiling,2,0,2,11.953352229311289,7.1434778570632105
god’s grace,2,0,2,11.953352229311289,7.1434778570632105
houston @astros,2,0,2,11.953352229311289,7.1434778570632105
living witnesses,2,0,2,11.953352229311289,7.1434778570632105
maria bartiromo,2,0,2,11.953352229311289,7.1434778570632105
ralph norman,2,0,2,11.953352229311289,7.1434778570632105
ralph northam,2,0,2,11.953352229311289,7.1434778570632105
roger goodell,2,0,2,11.953352229311289,7.1434778570632105
very thankful,3,0,2,5.9282543172886975,7.140954519530252
the beginning,12,0,2,2.9911066797042607,7.140327303632857
the greatest,12,0,2,2.9911066797042607,7.140327303632857
have taken,4,0,2,3.865877362879848,7.139536222354838
21 years,2,0,2,5.941675172553877,7.139497571109088
your courage,2,0,2,5.1154306662022515,7.139004249193558
rasmussen just,2,0,2,5.475986360388091,7.1375352410720385
years before,3,0,2,4.000152554300399,7.137422732718468
story is,8,0,2,2.719607567117067,7.1370679566968285
GREAT VETS,2,0,2,6.410452191293598,7.13216988205247
be paid,5,0,2,3.4351179705370845,7.130019505821586
we know,7,0,2,2.8133232946676956,7.1281269629718675
gina haspel,6,0,2,14.51827583597616,7.123430091786462
public is,6,0,2,3.3333830678085525,7.118956150588152
9p ET,2,0,2,12.464190728226956,7.117539532736215
CLASSIFIED INFORMATION,2,0,2,12.464190728226956,7.117539532736215
JFK files,2,0,2,12.464190728226956,7.117539532736215
KIM JONG,2,0,2,12.464190728226956,7.117539532736215
RED TAPE,2,0,2,12.464190728226956,7.117539532736215
UCLA basketball,2,0,2,12.464190728226956,7.117539532736215
adjusting imports,2,0,2,12.464190728226956,7.117539532736215
alex azar,2,0,2,12.464190728226956,7.117539532736215
blind eye,2,0,2,12.464190728226956,7.117539532736215
conspiracy theories,2,0,2,12.464190728226956,7.117539532736215
crown prince,2,0,2,12.464190728226956,7.117539532736215
danny tarkanian,2,0,2,12.464190728226956,7.117539532736215
dying magazines,2,0,2,12.464190728226956,7.117539532736215
easter egg,2,0,2,12.464190728226956,7.117539532736215
egg roll,2,0,2,12.464190728226956,7.117539532736215
kate steinle,2,0,2,12.464190728226956,7.117539532736215
kenneth mapp,2,0,2,12.464190728226956,7.117539532736215
keystone XL,2,0,2,12.464190728226956,7.117539532736215
larry kudlow,2,0,2,12.464190728226956,7.117539532736215
matt lauer,2,0,2,12.464190728226956,7.117539532736215
pensacola bay,2,0,2,12.464190728226956,7.117539532736215
ricardo rossello,2,0,2,12.464190728226956,7.117539532736215
rush limbaugh,2,0,2,12.464190728226956,7.117539532736215
specific-but stupidly,2,0,2,12.464190728226956,7.117539532736215
stuart varney,2,0,2,12.464190728226956,7.117539532736215
ted cruz,2,0,2,12.464190728226956,7.117539532736215
treasure trove,2,0,2,12.464190728226956,7.117539532736215
wasserman schultz,2,0,2,12.464190728226956,7.117539532736215
yankee stadium,2,0,2,12.464190728226956,7.117539532736215
でき ま,2,0,2,12.464190728226956,7.117539532736215
since taking,2,0,2,4.801555777664026,7.116512562845227
always protect,2,0,2,4.79221380600533,7.116421215988378
states post,2,0,2,4.820507166106183,7.1163834536283765
votes against,2,0,2,4.820507166106183,7.1163834536283765
would do,6,0,2,2.8982843264816665,7.116173845566801
too high,2,0,2,4.795625577797307,7.115158450295774
you deserve,3,0,2,4.619880953158301,7.112784727987432
popular tax,2,0,2,5.455812750790904,7.112056956589051
doesn't work,2,0,2,4.8236839505544316,7.109679846233594
anthem or,2,0,2,5.091197246908697,7.106535099542521
the WH,12,0,2,3.6378020835200484,7.1062199915547
a spy,6,0,2,4.120261685530574,7.104308962132237
horrible crime,2,0,2,4.8644901709272235,7.10427236789408
🇺🇸 🎥,2,0,2,5.44917730930152,7.103671882945365
putting america,2,0,2,5.040167659231192,7.10221552270055
she lost,2,0,2,4.760453533066638,7.101294311888741
in charge,6,0,2,3.5494485321011524,7.101255021494946
a rigged,6,0,2,3.810080509990894,7.10119016019811
current tax,2,0,2,5.907823675492469,7.099992164809346
RT @gopchairwoman,5,0,2,6.549113161569061,7.099486385845468
go out,4,0,2,3.5132548161002197,7.0983832359687264
when we,6,0,2,2.8988610544281346,7.095746432966645
IN AMERICA,2,0,2,4.844664185704284,7.095500910997713
i were,9,0,2,2.4299887472241593,7.094209629169642
MS 13,5,0,2,10.589764091175496,7.094067154580416
greater than,2,0,2,5.6237491949085285,7.092771359738568
telling me,2,0,2,5.901188234335933,7.0922423570365805
so easy,3,0,2,4.347898877402201,7.09094480815332
obstructing good,2,0,2,6.3719214267865985,7.0906001270736185
much fake,6,0,2,2.8869890209121754,7.089793497307088
9th circuit,2,0,2,11.616867117374632,7.088560917802565
chris farrell,2,0,2,11.616867117374632,7.088560917802565
dallas cowboys,2,0,2,11.616867117374632,7.088560917802565
doug schoen,2,0,2,11.616867117374632,7.088560917802565
karen handel,2,0,2,11.616867117374632,7.088560917802565
manner.the internet,2,0,2,11.616867117374632,7.088560917802565
ninth circuit,2,0,2,11.616867117374632,7.088560917802565
rated @morning_joe,2,0,2,11.616867117374632,7.088560917802565
riviera beach,2,0,2,11.616867117374632,7.088560917802565
worth inlet,2,0,2,11.616867117374632,7.088560917802565
destroyed by,3,0,2,5.884011369802212,7.088429722187658
very productive,4,0,2,6.693879518282321,7.086029555362099
republicans won,2,0,2,4.866445627532988,7.08587288833765
mid-term elections,3,0,2,10.954720392034638,7.084551932186444
series champion,3,0,2,10.954720392034638,7.084551932186444
his lover,3,0,2,6.931913420478819,7.0820154677502485
yesterday at,4,0,2,3.7570758920269935,7.080816843303624
why not,6,0,2,2.897539864307506,7.079816540806328
this bill,6,0,2,2.9195610514064767,7.077266269671642
between trump,3,0,2,4.051659102989155,7.075347861312312
harley-davidson should,2,0,2,6.356914078534976,7.074391699446461
trump vows,3,0,2,6.920619886350165,7.0707116430591626
powerful than,2,0,2,5.423065598051737,7.070652247795678
should listen,2,0,2,5.881541060760878,7.069284120087964
your kind,2,0,2,5.015334310909432,7.068660635858953
deficit with,4,0,2,4.500063065995956,7.066954258111322
inform you,3,0,2,5.049341317560475,7.066727757584712
they will,19,0,2,1.6592879787607693,7.066292275658801
disaster for,5,0,2,3.72409940169529,7.06187724107711
cannot come,2,0,2,4.7413168605499125,7.061524270193618
keep your,3,0,2,3.974880547758816,7.060582660769816
soon after,2,0,2,4.7333861949056555,7.057450780077736
statement on,5,0,2,3.5107947358803084,7.055892919008457
am honored,2,0,2,4.844561048396203,7.055794665147311
start an,3,0,2,4.0400389539297805,7.055778934579347
800 billion,7,0,2,10.370440729083784,7.05497710250838
some people,5,0,2,3.182751720520111,7.054383877977888
only negative,2,0,2,4.880832372041439,7.0534717535579174
last chance,2,0,2,4.791735482861498,7.053291250069084
you hear,3,0,2,4.494704874765072,7.0524181377584085
agree with,4,0,2,4.332995988245113,7.05218186474485
shinzo abe,4,0,2,10.653863220238408,7.051301254541176
sounds like,2,0,2,7.3214321917754015,7.05035598520691
american labor,2,0,2,5.585812373000453,7.046263822724906
to start,10,0,2,2.6564565119537296,7.045743093839257
#memorialday 🇺🇸,2,0,2,6.327556360681287,7.042657001375393
#uswomensopen 🇺🇸,2,0,2,6.327556360681287,7.042657001375393
paying them,2,0,2,4.89479481489921,7.040215893918613
was forced,4,0,2,3.714600315553338,7.039129693163325
forgotten no,2,0,2,5.397615800203038,7.038435400654908
continues to,9,0,2,4.40125080021342,7.035111291661854
#america FIRST,3,0,2,10.854624056835883,7.034581366833884
congressional races,3,0,2,10.854624056835883,7.034581366833884
fine gentleman,3,0,2,10.854624056835883,7.034581366833884
mark levin,3,0,2,10.854624056835883,7.034581366833884
terry m,3,0,2,10.854624056835883,7.034581366833884
unnamed sources,3,0,2,10.854624056835883,7.034581366833884
were pushing,2,0,2,4.861293769501254,7.026632810830621
let obamacare,2,0,2,4.701389430388931,7.026453794574841
going through,3,0,2,3.960855103525843,7.025446838081447
don’t even,3,0,2,3.9313668968376083,7.025266139824532
send our,4,0,2,4.473016257043636,7.024807066801413
been devastated,2,0,2,5.567368237778129,7.023628402921014
american embassy,2,0,2,5.385128775144908,7.02261603054647
when caught,2,0,2,4.908594508675391,7.0212642451482035
negotiations going,2,0,2,4.940836706493616,7.020697975445143
my respects,3,0,2,5.825791426244469,7.019244349743324
JONG UN,2,0,2,11.365539813612504,7.018660807288607
RECORD HIGH,2,0,2,11.365539813612504,7.018660807288607
SOUTHERN BORDER,2,0,2,11.365539813612504,7.018660807288607
gerald r,2,0,2,11.365539813612504,7.018660807288607
inspector general’s,2,0,2,11.365539813612504,7.018660807288607
jon tester,2,0,2,11.365539813612504,7.018660807288607
marine corps,2,0,2,11.365539813612504,7.018660807288607
online retailers,2,0,2,11.365539813612504,7.018660807288607
pure fiction,2,0,2,11.365539813612504,7.018660807288607
recruitment tool,2,0,2,11.365539813612504,7.018660807288607
scott pruitt,2,0,2,11.365539813612504,7.018660807288607
steve bannon,2,0,2,11.365539813612504,7.018660807288607
tom fitton,2,0,2,11.365539813612504,7.018660807288607
can’t win,2,0,2,4.766551140560316,7.018627555067586
just won,3,0,2,4.175639656381721,7.018449462805698
meeting today,4,0,2,3.4531655848162077,7.01823167936151
MERRY CHRISTMAS,5,0,2,14.351234626794216,7.017881374073153
extreme vetting,5,0,2,14.351234626794216,7.017881374073153
intellectual property,5,0,2,14.351234626794216,7.017881374073153
madame peng,5,0,2,14.351234626794216,7.017881374073153
justice dept,6,0,2,10.374741887418631,7.017645993721375
american hero,2,0,2,5.837139703508283,7.017338332512209
as it,10,0,2,2.242118701000025,7.017238214313313
much less,2,0,2,5.561294710273608,7.016171303805523
trade talks,2,0,2,4.851665416394116,7.0133931654033335
remembered as,3,0,2,6.860677500086568,7.010659243293168
1st time,2,0,2,5.830953942174278,7.010094911914044
president of,23,0,2,1.533310270822358,7.009828250356072
says there,2,0,2,4.932559299907885,7.009419518219361
brought back,2,0,2,5.0751802651614275,7.006566547675952
be holding,4,0,2,5.000828495970387,7.006340386865786
truly believe,2,0,2,4.685328899951877,7.004018809309025
time EVER,2,0,2,4.967439052650884,7.0038085861473744
ever been,4,0,2,3.455864572951929,7.001875835023122
legislation into,2,0,2,4.891252266689102,6.997531265819129
republicans must,4,0,2,3.4382784827532658,6.997400025077999
is looking,8,0,2,2.6659509279460223,6.997342204112188
which i,6,0,2,2.8572023403494096,6.996171519965907
an embarrassment,3,0,2,6.844931650212111,6.994869517942595
democrats fault,2,0,2,5.543291445620885,6.994057057564683
likes me,2,0,2,5.138996579040599,6.993632457689685
of alabama,8,0,2,2.87836676641565,6.991752637044855
NEWS ALERT,5,0,2,10.419087057295492,6.991185362824997
can you,7,0,2,2.6659703736099876,6.99043395054392
only shows,2,0,2,4.814128103467595,6.989625218951783
part of,14,0,2,5.997040877161,6.989415398794944
free zones,3,0,2,10.763639401822573,6.987779911195365
security and,12,0,2,2.183210524429694,6.986307344244081
for a,46,0,2,1.0670088341027344,6.982663289355381
will MAKE,5,0,2,3.422188195167588,6.981989131203031
4 years,2,0,2,5.054307478068948,6.978712844315938
be strongly,4,0,2,4.002221740239224,6.977567190259346
must secure,2,0,2,5.1258558343399345,6.976304898450308
to serve,8,0,2,3.4977069619101147,6.976158605148786
american patriots,2,0,2,5.218061787921873,6.972610830204433
running against,2,0,2,4.695305352394999,6.9713862999645375
has happened,3,0,2,4.200805415159753,6.971111899628669
has lost,4,0,2,3.5169120340126976,6.970546061758798
prices are,4,0,2,4.437131151835365,6.968867721826973
should ask,2,0,2,5.119349403468296,6.967721739572761
want OUT,2,0,2,6.257712738249493,6.967018576003545
being done,4,0,2,3.420865743859442,6.965475649592822
ivanka trump,2,0,2,5.51977834370764,6.965153196539766
why doesn’t,2,0,2,4.794589500594886,6.9626544324050625
in fact,8,0,2,2.6890336904085745,6.962411206625469
opening up,2,0,2,5.336677765846539,6.961162286696195
showed up,2,0,2,5.336677765846539,6.961162286696195
ends up,2,0,2,5.788688696873703,6.960561234303985
strong military,3,0,2,3.9014388106301574,6.96047817271043
lost her,2,0,2,4.659907169661024,6.958331689453063
national cemetery,2,0,2,7.221232723937547,6.9574606442042315
national champions,2,0,2,7.221232723937547,6.9574606442042315
force one,2,0,2,4.771521794878729,6.955030188787844
being built,2,0,2,4.892166768346727,6.954304294924766
trade with,9,0,2,2.3781507426631143,6.953405632118
child tax,2,0,2,6.244308812343305,6.952480939232483
greatest ever,2,0,2,4.718005223297329,6.951577872757381
fmr intel,2,0,2,11.164856242503351,6.9484706136041545
hereby demand,2,0,2,11.164856242503351,6.9484706136041545
joe arpaio,2,0,2,11.164856242503351,6.9484706136041545
joe scarborough,2,0,2,11.164856242503351,6.9484706136041545
ron estes,2,0,2,11.164856242503351,6.9484706136041545
sleepy eyes,2,0,2,11.164856242503351,6.9484706136041545
slow walked,2,0,2,11.164856242503351,6.9484706136041545
staten island,2,0,2,11.164856242503351,6.9484706136041545
workers and,7,0,2,3.2135531301785645,6.948436256401122
to build,8,0,2,3.3725305001846326,6.946724035625297
he wants,3,0,2,4.131761767537893,6.9462626722749246
who voted,3,0,2,4.156420024520319,6.945608100421443
🇺🇸 🇯🇵,2,0,2,6.237673371353188,6.945281777877423
backed me,2,0,2,6.237673371353187,6.9452817778774225
first lady,13,0,2,10.02753202549701,6.9446709754334055
roosevelt room,3,0,2,10.680244915910126,6.943826864412369
its highest,2,0,2,4.655792407799173,6.941130471861438
nothing to,11,0,2,2.3955086892412103,6.940852302963888
there are,12,0,2,2.0512424376853247,6.940776116158102
eric trump,2,0,2,5.771105676046873,6.939933464900845
special place,2,0,2,4.636506718312627,6.936188474299201
countries history,2,0,2,4.642349970422323,6.934494801525876
every right,2,0,2,4.642349970422323,6.934494801525876
is happening,6,0,2,3.2172831772531545,6.933829909076281
cut taxes,2,0,2,4.6362278714426,6.931743739574011
they love,5,0,2,3.167247948336841,6.931541300322309
came into,2,0,2,4.814278329316095,6.929561347158648
get tough,3,0,2,3.9394574771709676,6.926873989486873
ahead of,7,0,2,4.4866374940924505,6.926269890599633
asking for,5,0,2,3.549719934680909,6.92356258946462
much work,4,0,2,3.408852307378647,6.921820161782858
not include,3,0,2,5.741421971549903,6.918857839017051
american jobs,4,0,2,3.405673351062245,6.918759381998046
tax credit,2,0,2,5.0811721443738405,6.917310784560667
actually much,2,0,2,4.949978422017785,6.916478221629408
do 24,2,0,2,5.007228662365714,6.915788998682925
do NOTHING,2,0,2,5.007228662365714,6.915788998682925
this kind,3,0,2,4.33923569666886,6.915767215758256
this month,3,0,2,4.33923569666886,6.915767215758256
another attack,2,0,2,4.617262466963087,6.910259717175632
clean up,2,0,2,5.1696107772915605,6.909671419401515
don't get,3,0,2,3.900660449784626,6.909304501186036
service to,8,0,2,3.1909200565709455,6.909115777298731
american hands,2,0,2,5.074948041554854,6.909084531489524
republicans should,4,0,2,3.391860677659816,6.908055967343792
20 years,2,0,2,4.943068942562682,6.907144490660281
to talk,10,0,2,2.5674823832489855,6.90659771464461
house today,4,0,2,3.3913530183013996,6.903488163502741
that took,5,0,2,3.256989173403396,6.9030881318340676
know what,3,0,2,3.875211575051476,6.902230752476573
are wrong,5,0,2,3.323274111530769,6.900216838189083
done a,9,0,2,2.451586021935412,6.8991634920725184
with numerous,4,0,2,4.604461682947316,6.896516507730647
border legislation,2,0,2,4.688350849980758,6.895946804870497
free or,2,0,2,4.816721709003412,6.8952511235838205
across america,2,0,2,4.788814541241742,6.8944485516967005
closely with,4,0,2,3.9534673862642236,6.893309219801901
carried out,2,0,2,5.731237372684664,6.893117418031259
trump admin,2,0,2,5.731237372684664,6.893117418031259
immigrants than,2,0,2,4.987708821611264,6.889660340241867
there’s no,2,0,2,6.1861118662493055,6.889285043200845
haven’t been,2,0,2,5.152027754966116,6.886801254833935
had to,18,0,2,1.7533158882317763,6.886013852515915
a candidate,6,0,2,3.382583998625434,6.883200456558293
a fine,6,0,2,3.382583998625434,6.883200456558293
hits new,2,0,2,4.878005682429125,6.882260878547813
TRUMP APPROVAL,2,0,2,10.997789282027401,6.881877437878259
TRUMP CAMPAIGN,2,0,2,10.997789282027401,6.881877437878259
access pipelines,2,0,2,10.997789282027401,6.881877437878259
cruel legislative,2,0,2,10.997789282027401,6.881877437878259
diversity visa,2,0,2,10.997789282027401,6.881877437878259
human trafficking,2,0,2,10.997789282027401,6.881877437878259
intel comm,2,0,2,10.997789282027401,6.881877437878259
main recruitment,2,0,2,10.997789282027401,6.881877437878259
planned parenthood,2,0,2,10.997789282027401,6.881877437878259
many ways,3,0,2,6.731769986112806,6.8812214063282795
us live,2,0,2,4.619772018551249,6.880903106669709
power of,7,0,2,3.136578900606058,6.8779466256954125
lots of,8,0,2,4.948832807234756,6.874657793113872
committed to,10,0,2,4.838219640410356,6.872226209607786
knows there,2,0,2,4.7721908558620445,6.871496483866594
my policies,3,0,2,4.139250249072639,6.870835373258597
right here,2,0,2,4.589446400573627,6.870614113606783
slippery james,4,0,2,10.343631021636588,6.870335684359899
wasting time,2,0,2,6.1674390810224144,6.868982784845097
they had,7,0,2,2.6234060923550158,6.863586221110832
ago today,2,0,2,4.863845371534208,6.862964804108189
is killing,5,0,2,3.981089601436324,6.862870782965231
is rapidly,5,0,2,3.981089601436324,6.862870782965231
is still,6,0,2,3.158429595758816,6.86240756424545
get better,4,0,2,3.3765335911852463,6.860561452033139
massive TAX,2,0,2,4.590169344974734,6.859723080175888
$ 10,2,0,2,4.6124221027098375,6.85697264497196
who would,7,0,2,2.59743538063385,6.856723042933985
wonderful family,2,0,2,4.593705455537826,6.855904234507819
will follow,4,0,2,4.2107918789023175,6.854767757531488
calling me,2,0,2,4.902581998353533,6.85239165062645
unemployment is,7,0,2,2.8002752992588458,6.852236631376003
success for,5,0,2,3.4727458533549163,6.8510933237707485
national committee,2,0,2,4.656051307531996,6.851010137504866
are currently,4,0,2,4.889142276449451,6.850920906255666
are bringing,4,0,2,4.0017740780033435,6.850651092871733
just another,4,0,2,3.4216724213276097,6.850158955682169
